DesignName,ParticipantID,TrialID,Block1,Letter1,Letter2,Modifier1,Size
2key,7,585,45,Left,Middle,Alt,2
2key,7,586,46,Left,Right,Alt,1
2key,7,587,47,Right,Right,Alt,2
2key,7,588,48,Left,Middle,CMD_Alt_Shift,1
2key,7,589,49,Left,Middle,CMD_Shift,1
2key,7,590,50,Left,Middle,None,1
2key,7,591,51,Middle,Middle,CMD_Alt_Shift,2
2key,7,592,52,Middle,Right,CMD_Shift,1
2key,7,593,53,Middle,Left,CMD_Alt_Shift,2
2key,7,594,54,Right,Left,CMD_Shift,1
2key,7,595,55,Right,Middle,None,2
2key,7,596,56,Middle,Right,Alt,2
2key,7,597,57,Right,Right,CMD_Shift,1
2key,7,598,58,Middle,Middle,CMD,1
2key,7,599,59,Middle,Right,None,2
2key,7,600,60,Middle,Middle,CMD_Alt_Shift,1
2key,7,601,61,Middle,Left,CMD,1
2key,7,602,62,Right,Right,None,1
2key,7,603,63,Left,Left,None,2
2key,7,604,64,Middle,Right,None,1
2key,7,605,65,Left,Right,CMD_Alt_Shift,2
2key,7,606,66,Right,Left,CMD_Shift,2
2key,7,607,67,Middle,Left,None,1
2key,7,608,68,Middle,Left,Alt,1
2key,7,609,69,Middle,Right,CMD,2
2key,7,610,70,Right,Middle,CMD_Shift,1
2key,7,611,71,Middle,Middle,None,1
2key,7,612,72,Right,Middle,CMD_Alt_Shift,2
2key,7,613,73,Right,Left,None,1
2key,7,614,74,Left,Right,None,1
2key,7,615,75,Right,Right,CMD_Shift,2
2key,7,616,76,Middle,Middle,Alt,2
2key,7,617,77,Left,Left,CMD_Alt_Shift,2
2key,7,618,78,Left,Left,CMD_Alt_Shift,1
2key,7,619,79,Middle,Left,CMD_Shift,2
2key,7,620,80,Left,Middle,CMD,1
2key,7,621,81,Left,Left,Alt,1
2key,7,622,82,Left,Middle,CMD_Alt_Shift,2
2key,7,623,83,Right,Middle,CMD_Alt_Shift,1
2key,7,624,84,Middle,Right,CMD_Alt_Shift,2
2key,7,625,85,Left,Left,CMD_Shift,2
2key,7,626,86,Middle,Left,CMD,2
2key,7,627,87,Middle,Middle,CMD_Shift,2
2key,7,628,88,Right,Middle,CMD_Shift,2
2key,7,629,89,Right,Middle,CMD,1
2key,7,630,90,Middle,Middle,None,2
2key,8,631,1,Middle,Right,CMD,2
2key,8,632,2,Middle,Right,CMD_Alt_Shift,1
2key,8,633,3,Middle,Middle,Alt,1
2key,8,634,4,Left,Right,CMD_Shift,2
2key,8,635,5,Middle,Middle,Alt,2
2key,8,636,6,Right,Left,CMD,2
2key,8,637,7,Left,Left,CMD_Shift,1
2key,8,638,8,Right,Left,Alt,1
2key,8,639,9,Right,Right,Alt,2
2key,8,640,10,Middle,Right,Alt,2
2key,8,641,11,Right,Left,Alt,2
2key,8,642,12,Right,Left,CMD,1
2key,8,643,13,Right,Middle,None,1
2key,8,644,14,Right,Middle,None,2
2key,8,645,15,Left,Left,None,2
2key,8,646,16,Right,Right,Alt,1
2key,8,647,17,Left,Middle,Alt,2
2key,8,648,18,Left,Left,Alt,1
2key,8,649,19,Right,Right,CMD,1
2key,8,650,20,Right,Right,CMD,2
2key,8,651,21,Left,Right,Alt,1
2key,8,652,22,Left,Right,CMD_Shift,1
2key,8,653,23,Left,Middle,CMD,1
2key,8,654,24,Left,Middle,Alt,1
2key,8,655,25,Left,Left,None,1
2key,8,656,26,Left,Left,CMD,2
2key,8,657,27,Left,Middle,CMD_Alt_Shift,1
2key,8,658,28,Middle,Left,CMD_Alt_Shift,2
2key,8,659,29,Left,Right,CMD_Alt_Shift,2
2key,8,660,30,Middle,Left,CMD,1
2key,8,661,31,Right,Middle,Alt,1
2key,8,662,32,Middle,Middle,CMD_Shift,2
2key,8,663,33,Left,Left,CMD_Shift,2
2key,8,664,34,Right,Left,CMD_Shift,1
2key,8,665,35,Left,Right,CMD_Alt_Shift,1
2key,8,666,36,Middle,Right,CMD_Alt_Shift,2
2key,8,667,37,Right,Left,CMD_Alt_Shift,2
2key,8,668,38,Right,Middle,Alt,2
2key,8,669,39,Right,Middle,CMD_Shift,1
2key,8,670,40,Left,Right,CMD,1
2key,8,671,41,Right,Right,CMD_Alt_Shift,2
2key,8,672,42,Middle,Left,CMD_Shift,2
2key,8,673,43,Middle,Left,CMD_Shift,1
2key,8,674,44,Left,Right,CMD,2
2key,8,675,45,Left,Middle,CMD_Shift,1
2key,8,676,46,Left,Right,Alt,2
2key,8,677,47,Right,Right,CMD_Shift,1
2key,8,678,48,Left,Middle,CMD_Alt_Shift,2
2key,8,679,49,Left,Middle,CMD_Shift,2
2key,8,680,50,Left,Middle,None,2
2key,8,681,51,Middle,Right,None,1
2key,8,682,52,Middle,Right,CMD_Shift,2
2key,8,683,53,Middle,Middle,None,1
2key,8,684,54,Right,Left,CMD_Shift,2
2key,8,685,55,Right,Middle,CMD,1
2key,8,686,56,Middle,Right,CMD_Shift,1
2key,8,687,57,Right,Right,CMD_Shift,2
2key,8,688,58,Middle,Middle,CMD,2
2key,8,689,59,Middle,Right,CMD,1
2key,8,690,60,Middle,Middle,CMD_Alt_Shift,2
2key,8,691,61,Middle,Left,CMD,2
2key,8,692,62,Right,Right,None,2
2key,8,693,63,Left,Left,CMD,1
2key,8,694,64,Middle,Right,None,2
2key,8,695,65,Middle,Left,None,1
2key,8,696,66,Right,Left,CMD_Alt_Shift,1
2key,8,697,67,Middle,Left,None,2
2key,8,698,68,Middle,Left,Alt,2
2key,8,699,69,Middle,Right,Alt,1
2key,8,700,70,Right,Middle,CMD_Shift,2
2key,8,701,71,Middle,Middle,None,2
2key,8,702,72,Right,Right,None,1
2key,8,703,73,Right,Left,None,2
2key,8,704,74,Left,Right,None,2
2key,8,705,75,Right,Right,CMD_Alt_Shift,1
2key,8,706,76,Middle,Middle,CMD_Shift,1
2key,8,707,77,Left,Middle,None,1
2key,8,708,78,Left,Left,CMD_Alt_Shift,2
2key,8,709,79,Middle,Left,CMD_Alt_Shift,1
2key,8,710,80,Left,Middle,CMD,2
2key,8,711,81,Left,Left,Alt,2
2key,8,712,82,Left,Right,None,1
2key,8,713,83,Right,Middle,CMD_Alt_Shift,2
2key,8,714,84,Right,Left,None,1
2key,8,715,85,Left,Left,CMD_Alt_Shift,1
2key,8,716,86,Middle,Left,Alt,1
2key,8,717,87,Middle,Middle,CMD_Alt_Shift,1
2key,8,718,88,Right,Middle,CMD_Alt_Shift,1
2key,8,719,89,Right,Middle,CMD,2
2key,8,720,90,Middle,Middle,CMD,1
2key,9,721,1,Middle,Right,Alt,1
2key,9,722,2,Middle,Right,CMD_Alt_Shift,2
2key,9,723,3,Middle,Middle,Alt,2
2key,9,724,4,Left,Right,CMD_Alt_Shift,1
2key,9,725,5,Middle,Middle,CMD_Shift,1
2key,9,726,6,Right,Left,Alt,1
2key,9,727,7,Left,Left,CMD_Shift,2
2key,9,728,8,Right,Left,Alt,2
2key,9,729,9,Right,Right,CMD_Shift,1
2key,9,730,10,Middle,Right,CMD_Shift,1
2key,9,731,11,Right,Left,CMD_Shift,1
2key,9,732,12,Right,Left,CMD,2
2key,9,733,13,Right,Middle,None,2
2key,9,734,14,Right,Middle,CMD,1
2key,9,735,15,Left,Left,CMD,1
2key,9,736,16,Right,Right,Alt,2
2key,9,737,17,Left,Middle,CMD_Shift,1
2key,9,738,18,Left,Left,Alt,2
2key,9,739,19,Right,Right,CMD,2
2key,9,740,20,Right,Right,Alt,1
2key,9,741,21,Left,Right,Alt,2
2key,9,742,22,Left,Right,CMD_Shift,2
2key,9,743,23,Left,Middle,CMD,2
2key,9,744,24,Left,Middle,Alt,2
2key,9,745,25,Left,Left,None,2
2key,9,746,26,Left,Left,Alt,1
2key,9,747,27,Left,Middle,CMD_Alt_Shift,2
2key,9,748,28,Middle,Middle,None,1
2key,9,749,29,Middle,Left,None,1
2key,9,750,30,Middle,Left,CMD,2
2key,9,751,31,Right,Middle,Alt,2
2key,9,752,32,Middle,Middle,CMD_Alt_Shift,1
2key,9,753,33,Left,Left,CMD_Alt_Shift,1
2key,9,754,34,Right,Left,CMD_Shift,2
2key,9,755,35,Left,Right,CMD_Alt_Shift,2
2key,9,756,36,Right,Left,None,1
2key,9,757,37,Right,Middle,None,1
2key,9,758,38,Right,Middle,CMD_Shift,1
2key,9,759,39,Right,Middle,CMD_Shift,2
2key,9,760,40,Left,Right,CMD,2
2key,9,761,41,Left,Left,None,1
2key,9,762,42,Middle,Left,CMD_Alt_Shift,1
2key,9,763,43,Middle,Left,CMD_Shift,2
2key,9,764,44,Left,Right,Alt,1
2key,9,765,45,Left,Middle,CMD_Shift,2
2key,9,766,46,Left,Right,CMD_Shift,1
2key,9,767,47,Right,Right,CMD_Shift,2
2key,9,768,48,Left,Right,None,1
2key,9,769,49,Left,Middle,CMD_Alt_Shift,1
2key,9,770,50,Left,Middle,CMD,1
2key,9,771,51,Middle,Right,None,2
2key,9,772,52,Middle,Right,CMD_Alt_Shift,1
2key,9,773,53,Middle,Middle,None,2
2key,9,774,54,Right,Left,CMD_Alt_Shift,1
2key,9,775,55,Right,Middle,CMD,2
2key,9,776,56,Middle,Right,CMD_Shift,2
2key,9,777,57,Right,Right,CMD_Alt_Shift,1
2key,9,778,58,Middle,Middle,Alt,1
2key,9,779,59,Middle,Right,CMD,2
2key,9,780,60,Middle,Right,None,1
2key,9,781,61,Middle,Left,Alt,1
2key,9,782,62,Right,Right,CMD,1
2key,9,783,63,Left,Left,CMD,2
2key,9,784,64,Middle,Right,CMD,1
2key,9,785,65,Middle,Left,None,2
2key,9,786,66,Right,Left,CMD_Alt_Shift,2
2key,9,787,67,Middle,Left,CMD,1
2key,9,788,68,Middle,Left,CMD_Shift,1
2key,9,789,69,Middle,Right,Alt,2
2key,9,790,70,Right,Middle,CMD_Alt_Shift,1
2key,9,791,71,Middle,Middle,CMD,1
2key,9,792,72,Right,Right,None,2
2key,9,793,73,Right,Left,CMD,1
2key,9,794,74,Left,Right,CMD,1
2key,9,795,75,Right,Right,CMD_Alt_Shift,2
2key,9,796,76,Middle,Middle,CMD_Shift,2
2key,9,797,77,Left,Middle,None,2
2key,9,798,78,Left,Middle,None,1
2key,9,799,79,Middle,Left,CMD_Alt_Shift,2
2key,9,800,80,Left,Middle,Alt,1
2key,9,801,81,Left,Left,CMD_Shift,1
2key,9,802,82,Left,Right,None,2
2key,9,803,83,Right,Right,None,1
2key,9,804,84,Right,Left,None,2
2key,9,805,85,Left,Left,CMD_Alt_Shift,2
2key,9,806,86,Middle,Left,Alt,2
2key,9,807,87,Middle,Middle,CMD_Alt_Shift,2
2key,9,808,88,Right,Middle,CMD_Alt_Shift,2
2key,9,809,89,Right,Middle,Alt,1
2key,9,810,90,Middle,Middle,CMD,2
2key,10,811,1,Middle,Right,Alt,2
2key,10,812,2,Right,Left,None,1
2key,10,813,3,Middle,Middle,CMD_Shift,1
2key,10,814,4,Left,Right,CMD_Alt_Shift,2
2key,10,815,5,Middle,Middle,CMD_Shift,2
2key,10,816,6,Right,Left,Alt,2
2key,10,817,7,Left,Left,CMD_Alt_Shift,1
2key,10,818,8,Right,Left,CMD_Shift,1
2key,10,819,9,Right,Right,CMD_Shift,2
2key,10,820,10,Middle,Right,CMD_Shift,2
2key,10,821,11,Right,Left,CMD_Shift,2
2key,10,822,12,Right,Left,Alt,1
2key,10,823,13,Right,Middle,CMD,1
2key,10,824,14,Right,Middle,CMD,2
2key,10,825,15,Left,Left,CMD,2
2key,10,826,16,Right,Right,CMD_Shift,1
2key,10,827,17,Left,Middle,CMD_Shift,2
2key,10,828,18,Left,Left,CMD_Shift,1
2key,10,829,19,Right,Right,Alt,1
2key,10,830,20,Right,Right,Alt,2
2key,10,831,21,Left,Right,CMD_Shift,1
2key,10,832,22,Left,Right,CMD_Alt_Shift,1
2key,10,833,23,Left,Middle,Alt,1
2key,10,834,24,Left,Middle,CMD_Shift,1
2key,10,835,25,Left,Left,CMD,1
2key,10,836,26,Left,Left,Alt,2
2key,10,837,27,Left,Right,None,1
2key,10,838,28,Middle,Middle,None,2
2key,10,839,29,Middle,Left,None,2
2key,10,840,30,Middle,Left,Alt,1
2key,10,841,31,Right,Middle,CMD_Shift,1
2key,10,842,32,Middle,Middle,CMD_Alt_Shift,2
2key,10,843,33,Left,Left,CMD_Alt_Shift,2
2key,10,844,34,Right,Left,CMD_Alt_Shift,1
2key,10,845,35,Middle,Left,None,1
2key,10,846,36,Right,Left,None,2
2key,10,847,37,Right,Middle,None,2
2key,10,848,38,Right,Middle,CMD_Shift,2
2key,10,849,39,Right,Middle,CMD_Alt_Shift,1
2key,10,850,40,Left,Right,Alt,1
2key,10,851,41,Left,Left,None,2
2key,10,852,42,Middle,Left,CMD_Alt_Shift,2
2key,10,853,43,Middle,Left,CMD_Alt_Shift,1
2key,10,854,44,Left,Right,Alt,2
2key,10,855,45,Left,Middle,CMD_Alt_Shift,1
2key,10,856,46,Left,Right,CMD_Shift,2
2key,10,857,47,Right,Right,CMD_Alt_Shift,1
2key,10,858,48,Left,Right,None,2
2key,10,859,49,Left,Middle,CMD_Alt_Shift,2
2key,10,860,50,Left,Middle,CMD,2
2key,10,861,51,Middle,Right,CMD,1
2key,10,862,52,Middle,Right,CMD_Alt_Shift,2
2key,10,863,53,Middle,Middle,CMD,1
2key,10,864,54,Right,Left,CMD_Alt_Shift,2
2key,10,865,55,Right,Middle,Alt,1
2key,10,866,56,Middle,Right,CMD_Alt_Shift,1
2key,10,867,57,Right,Right,CMD_Alt_Shift,2
2key,10,868,58,Middle,Middle,Alt,2
2key,10,869,59,Middle,Right,Alt,1
2key,10,870,60,Middle,Right,None,2
2key,10,871,61,Middle,Left,Alt,2
2key,10,872,62,Right,Right,CMD,2
2key,10,873,63,Left,Left,Alt,1
2key,10,874,64,Middle,Right,CMD,2
2key,10,875,65,Middle,Left,CMD,1
2key,10,876,66,Right,Middle,None,1
2key,10,877,67,Middle,Left,CMD,2
2key,10,878,68,Middle,Left,CMD_Shift,2
2key,10,879,69,Middle,Right,CMD_Shift,1
2key,10,880,70,Right,Middle,CMD_Alt_Shift,2
2key,10,881,71,Middle,Middle,CMD,2
2key,10,882,72,Right,Right,CMD,1
2key,10,883,73,Right,Left,CMD,2
2key,10,884,74,Left,Right,CMD,2
2key,10,885,75,Left,Left,None,1
2key,10,886,76,Middle,Middle,CMD_Alt_Shift,1
2key,10,887,77,Left,Middle,CMD,1
2key,10,888,78,Left,Middle,None,2
2key,10,889,79,Middle,Middle,None,1
2key,10,890,80,Left,Middle,Alt,2
2key,10,891,81,Left,Left,CMD_Shift,2
2key,10,892,82,Left,Right,CMD,1
2key,10,893,83,Right,Right,None,2
2key,10,894,84,Right,Left,CMD,1
2key,10,895,85,Left,Middle,None,1
2key,10,896,86,Middle,Left,CMD_Shift,1
2key,10,897,87,Middle,Right,None,1
2key,10,898,88,Right,Right,None,1
2key,10,899,89,Right,Middle,Alt,2
2key,10,900,90,Middle,Middle,Alt,1
2key,11,901,1,Middle,Right,CMD_Shift,1
2key,11,902,2,Right,Left,None,2
2key,11,903,3,Middle,Middle,CMD_Shift,2
2key,11,904,4,Middle,Left,None,1
2key,11,905,5,Middle,Middle,CMD_Alt_Shift,1
2key,11,906,6,Right,Left,CMD_Shift,1
2key,11,907,7,Left,Left,CMD_Alt_Shift,2
2key,11,908,8,Right,Left,CMD_Shift,2
2key,11,909,9,Right,Right,CMD_Alt_Shift,1
2key,11,910,10,Middle,Right,CMD_Alt_Shift,1
2key,11,911,11,Right,Left,CMD_Alt_Shift,1
2key,11,912,12,Right,Left,Alt,2
2key,11,913,13,Right,Middle,CMD,2
2key,11,914,14,Right,Middle,Alt,1
2key,11,915,15,Left,Left,Alt,1
2key,11,916,16,Right,Right,CMD_Shift,2
2key,11,917,17,Left,Middle,CMD_Alt_Shift,1
2key,11,918,18,Left,Left,CMD_Shift,2
2key,11,919,19,Right,Right,Alt,2
2key,11,920,20,Right,Right,CMD_Shift,1
2key,11,921,21,Left,Right,CMD_Shift,2
2key,11,922,22,Left,Right,CMD_Alt_Shift,2
2key,11,923,23,Left,Middle,Alt,2
2key,11,924,24,Left,Middle,CMD_Shift,2
2key,11,925,25,Left,Left,CMD,2
2key,11,926,26,Left,Left,CMD_Shift,1
2key,11,927,27,Left,Right,None,2
2key,11,928,28,Middle,Middle,CMD,1
2key,11,929,29,Middle,Left,CMD,1
2key,11,930,30,Middle,Left,Alt,2
2key,11,931,31,Right,Middle,CMD_Shift,2
2key,11,932,32,Middle,Right,None,1
2key,11,933,33,Left,Middle,None,1
2key,11,934,34,Right,Left,CMD_Alt_Shift,2
2key,11,935,35,Middle,Left,None,2
2key,11,936,36,Right,Left,CMD,1
2key,11,937,37,Right,Middle,CMD,1
2key,11,938,38,Right,Middle,CMD_Alt_Shift,1
2key,11,939,39,Right,Middle,CMD_Alt_Shift,2
2key,11,940,40,Left,Right,Alt,2
2key,11,941,41,Left,Left,CMD,1
2key,11,942,42,Middle,Middle,None,1
2key,11,943,43,Middle,Left,CMD_Alt_Shift,2
2key,11,944,44,Left,Right,CMD_Shift,1
2key,11,945,45,Left,Middle,CMD_Alt_Shift,2
2key,11,946,46,Left,Right,CMD_Alt_Shift,1
2key,11,947,47,Right,Right,CMD_Alt_Shift,2
2key,11,948,48,Left,Right,CMD,1
2key,11,949,49,Left,Right,None,1
2key,11,950,50,Left,Middle,Alt,1
2key,11,951,51,Middle,Right,CMD,2
2key,11,952,52,Right,Left,None,1
2key,11,953,53,Middle,Middle,CMD,2
2key,11,954,54,Right,Middle,None,1
2key,11,955,55,Right,Middle,Alt,2
2key,11,956,56,Middle,Right,CMD_Alt_Shift,2
2key,11,957,57,Left,Left,None,1
2key,11,958,58,Middle,Middle,CMD_Shift,1
2key,11,959,59,Middle,Right,Alt,2
2key,11,960,60,Middle,Right,CMD,1
2key,11,961,61,Middle,Left,CMD_Shift,1
2key,11,962,62,Right,Right,Alt,1
2key,11,963,63,Left,Left,Alt,2
2key,11,964,64,Middle,Right,Alt,1
2key,11,965,65,Middle,Left,CMD,2
2key,11,966,66,Right,Middle,None,2
2key,11,967,67,Middle,Left,Alt,1
2key,11,968,68,Middle,Left,CMD_Alt_Shift,1
2key,11,969,69,Middle,Right,CMD_Shift,2
2key,11,970,70,Right,Right,None,1
2key,11,971,71,Middle,Middle,Alt,1
2key,11,972,72,Right,Right,CMD,2
2key,11,973,73,Right,Left,Alt,1
2key,11,974,74,Left,Right,Alt,1
2key,11,975,75,Left,Left,None,2
2key,11,976,76,Middle,Middle,CMD_Alt_Shift,2
2key,11,977,77,Left,Middle,CMD,2
2key,11,978,78,Left,Middle,CMD,1
2key,11,979,79,Middle,Middle,None,2
2key,11,980,80,Left,Middle,CMD_Shift,1
2key,11,981,81,Left,Left,CMD_Alt_Shift,1
2key,11,982,82,Left,Right,CMD,2
2key,11,983,83,Right,Right,CMD,1
2key,11,984,84,Right,Left,CMD,2
2key,11,985,85,Left,Middle,None,2
2key,11,986,86,Middle,Left,CMD_Shift,2
2key,11,987,87,Middle,Right,None,2
2key,11,988,88,Right,Right,None,2
2key,11,989,89,Right,Middle,CMD_Shift,1
2key,11,990,90,Middle,Middle,Alt,2
2key,12,991,1,Middle,Right,CMD_Shift,2
2key,12,992,2,Right,Left,CMD,1
2key,12,993,3,Middle,Middle,CMD_Alt_Shift,1
2key,12,994,4,Middle,Left,None,2
2key,12,995,5,Middle,Middle,CMD_Alt_Shift,2
2key,12,996,6,Right,Left,CMD_Shift,2
2key,12,997,7,Left,Middle,None,1
2key,12,998,8,Right,Left,CMD_Alt_Shift,1
2key,12,999,9,Right,Right,CMD_Alt_Shift,2
2key,12,1000,10,Middle,Right,CMD_Alt_Shift,2
2key,12,1001,11,Right,Left,CMD_Alt_Shift,2
2key,12,1002,12,Right,Left,CMD_Shift,1
2key,12,1003,13,Right,Middle,Alt,1
2key,12,1004,14,Right,Middle,Alt,2
2key,12,1005,15,Left,Left,Alt,2
2key,12,1006,16,Right,Right,CMD_Alt_Shift,1
2key,12,1007,17,Left,Middle,CMD_Alt_Shift,2
2key,12,1008,18,Left,Left,CMD_Alt_Shift,1
2key,12,1009,19,Right,Right,CMD_Shift,1
2key,12,1010,20,Right,Right,CMD_Shift,2
2key,12,1011,21,Left,Right,CMD_Alt_Shift,1
2key,12,1012,22,Middle,Left,None,1
2key,12,1013,23,Left,Middle,CMD_Shift,1
2key,12,1014,24,Left,Middle,CMD_Alt_Shift,1
2key,12,1015,25,Left,Left,Alt,1
2key,12,1016,26,Left,Left,CMD_Shift,2
2key,12,1017,27,Left,Right,CMD,1
2key,12,1018,28,Middle,Middle,CMD,2
2key,12,1019,29,Middle,Left,CMD,2
2key,12,1020,30,Middle,Left,CMD_Shift,1
2key,12,1021,31,Right,Middle,CMD_Alt_Shift,1
2key,12,1022,32,Middle,Right,None,2
2key,12,1023,33,Left,Middle,None,2
2key,12,1024,34,Right,Middle,None,1
2key,12,1025,35,Middle,Left,CMD,1
2key,12,1026,36,Right,Left,CMD,2
2key,12,1027,37,Right,Middle,CMD,2
2key,12,1028,38,Right,Middle,CMD_Alt_Shift,2
2key,12,1029,39,Right,Right,None,1
2key,12,1030,40,Left,Right,CMD_Shift,1
2key,12,1031,41,Left,Left,CMD,2
2key,12,1032,42,Middle,Middle,None,2
2key,12,1033,43,Middle,Middle,None,1
2key,12,1034,44,Left,Right,CMD_Shift,2
2key,12,1035,45,Left,Right,None,1
2key,12,1036,46,Left,Right,CMD_Alt_Shift,2
2key,12,1037,47,Left,Left,None,1
2key,12,1038,48,Left,Right,CMD,2
2key,12,1039,49,Left,Right,None,2
2key,12,1040,50,Left,Middle,Alt,2
2key,12,1041,51,Middle,Right,Alt,1
2key,12,1042,52,Right,Left,None,2
2key,12,1043,53,Middle,Middle,Alt,1
2key,12,1044,54,Right,Middle,None,2
2key,12,1045,55,Right,Middle,CMD_Shift,1
2key,12,1046,56,Right,Left,None,1
2key,12,1047,57,Left,Left,None,2
2key,12,1048,58,Middle,Middle,CMD_Shift,2
2key,12,1049,59,Middle,Right,CMD_Shift,1
2key,12,1050,60,Middle,Right,CMD,2
2key,12,1051,61,Middle,Left,CMD_Shift,2
2key,12,1052,62,Right,Right,Alt,2
2key,12,1053,63,Left,Left,CMD_Shift,1
2key,12,1054,64,Middle,Right,Alt,2
2key,12,1055,65,Middle,Left,Alt,1
2key,12,1056,66,Right,Middle,CMD,1
2key,12,1057,67,Middle,Left,Alt,2
2key,12,1058,68,Middle,Left,CMD_Alt_Shift,2
2key,12,1059,69,Middle,Right,CMD_Alt_Shift,1
2key,12,1060,70,Right,Right,None,2
2key,12,1061,71,Middle,Middle,Alt,2
2key,12,1062,72,Right,Right,Alt,1
2key,12,1063,73,Right,Left,Alt,2
2key,12,1064,74,Left,Right,Alt,2
2key,12,1065,75,Left,Left,CMD,1
2key,12,1066,76,Middle,Right,None,1
2key,12,1067,77,Left,Middle,Alt,1
2key,12,1068,78,Left,Middle,CMD,2
2key,12,1069,79,Middle,Middle,CMD,1
2key,12,1070,80,Left,Middle,CMD_Shift,2
2key,12,1071,81,Left,Left,CMD_Alt_Shift,2
2key,12,1072,82,Left,Right,Alt,1
2key,12,1073,83,Right,Right,CMD,2
2key,12,1074,84,Right,Left,Alt,1
2key,12,1075,85,Left,Middle,CMD,1
2key,12,1076,86,Middle,Left,CMD_Alt_Shift,1
2key,12,1077,87,Middle,Right,CMD,1
2key,12,1078,88,Right,Right,CMD,1
2key,12,1079,89,Right,Middle,CMD_Shift,2
2key,12,1080,90,Middle,Middle,CMD_Shift,1
2key,13,1081,1,Middle,Right,CMD_Alt_Shift,1
2key,13,1082,2,Right,Left,CMD,2
2key,13,1083,3,Middle,Middle,CMD_Alt_Shift,2
2key,13,1084,4,Middle,Left,CMD,1
2key,13,1085,5,Middle,Right,None,1
2key,13,1086,6,Right,Left,CMD_Alt_Shift,1
2key,13,1087,7,Left,Middle,None,2
2key,13,1088,8,Right,Left,CMD_Alt_Shift,2
2key,13,1089,9,Left,Left,None,1
2key,13,1090,10,Right,Left,None,1
2key,13,1091,11,Right,Middle,None,1
2key,13,1092,12,Right,Left,CMD_Shift,2
2key,13,1093,13,Right,Middle,Alt,2
2key,13,1094,14,Right,Middle,CMD_Shift,1
2key,13,1095,15,Left,Left,CMD_Shift,1
2key,13,1096,16,Right,Right,CMD_Alt_Shift,2
2key,13,1097,17,Left,Right,None,1
2key,13,1098,18,Left,Left,CMD_Alt_Shift,2
2key,13,1099,19,Right,Right,CMD_Shift,2
2key,13,1100,20,Right,Right,CMD_Alt_Shift,1
2key,13,1101,21,Left,Right,CMD_Alt_Shift,2
2key,13,1102,22,Middle,Left,None,2
2key,13,1103,23,Left,Middle,CMD_Shift,2
2key,13,1104,24,Left,Middle,CMD_Alt_Shift,2
2key,13,1105,25,Left,Left,Alt,2
2key,13,1106,26,Left,Left,CMD_Alt_Shift,1
2key,13,1107,27,Left,Right,CMD,2
2key,13,1108,28,Middle,Middle,Alt,1
2key,13,1109,29,Middle,Left,Alt,1
2key,13,1110,30,Middle,Left,CMD_Shift,2
2key,13,1111,31,Right,Middle,CMD_Alt_Shift,2
2key,13,1112,32,Middle,Right,CMD,1
2key,13,1113,33,Left,Middle,CMD,1
2key,13,1114,34,Right,Middle,None,2
2key,13,1115,35,Middle,Left,CMD,2
2key,13,1116,36,Right,Left,Alt,1
2key,13,1117,37,Right,Middle,Alt,1
2key,13,1118,38,Right,Right,None,1
2key,13,1119,39,Right,Right,None,2
2key,13,1120,40,Left,Right,CMD_Shift,2
2key,13,1121,41,Left,Left,Alt,1
2key,13,1122,42,Middle,Middle,CMD,1
2key,13,1123,43,Middle,Middle,None,2
2key,13,1124,44,Left,Right,CMD_Alt_Shift,1
2key,13,1125,45,Left,Right,None,2
2key,13,1126,46,Middle,Left,None,1
2key,13,1127,47,Left,Left,None,2
2key,13,1128,48,Left,Right,Alt,1
2key,13,1129,49,Left,Right,CMD,1
2key,13,1130,50,Left,Middle,CMD_Shift,1
2key,13,1131,51,Middle,Right,Alt,2
2key,13,1132,52,Right,Left,CMD,1
2key,13,1133,53,Middle,Middle,Alt,2
2key,13,1134,54,Right,Middle,CMD,1
2key,13,1135,55,Right,Middle,CMD_Shift,2
2key,13,1136,56,Right,Left,None,2
2key,13,1137,57,Left,Left,CMD,1
2key,13,1138,58,Middle,Middle,CMD_Alt_Shift,1
2key,13,1139,59,Middle,Right,CMD_Shift,2
2key,13,1140,60,Middle,Right,Alt,1
2key,13,1141,61,Middle,Left,CMD_Alt_Shift,1
2key,13,1142,62,Right,Right,CMD_Shift,1
2key,13,1143,63,Left,Left,CMD_Shift,2
2key,13,1144,64,Middle,Right,CMD_Shift,1
2key,13,1145,65,Middle,Left,Alt,2
2key,13,1146,66,Right,Middle,CMD,2
2key,13,1147,67,Middle,Left,CMD_Shift,1
2key,13,1148,68,Middle,Middle,None,1
2key,13,1149,69,Middle,Right,CMD_Alt_Shift,2
2key,13,1150,70,Right,Right,CMD,1
2key,13,1151,71,Middle,Middle,CMD_Shift,1
2key,13,1152,72,Right,Right,Alt,2
2key,13,1153,73,Right,Left,CMD_Shift,1
2key,13,1154,74,Left,Right,CMD_Shift,1
2key,13,1155,75,Left,Left,CMD,2
2key,13,1156,76,Middle,Right,None,2
2key,13,1157,77,Left,Middle,Alt,2
2key,13,1158,78,Left,Middle,Alt,1
2key,13,1159,79,Middle,Middle,CMD,2
2key,13,1160,80,Left,Middle,CMD_Alt_Shift,1
2key,13,1161,81,Left,Middle,None,1
2key,13,1162,82,Left,Right,Alt,2
2key,13,1163,83,Right,Right,Alt,1
2key,13,1164,84,Right,Left,Alt,2
2key,13,1165,85,Left,Middle,CMD,2
