DesignName,ParticipantID,TrialID,Block1,First,Size
1dir,16,739,19,E,1
1dir,16,740,20,SE,1
1dir,16,741,21,E,3
1dir,16,742,22,W,2
1dir,16,743,23,SE,3
1dir,16,744,24,SW,2
1dir,16,745,25,NE,2
1dir,16,746,26,SW,3
1dir,16,747,27,N,1
1dir,16,748,28,E,3
1dir,16,749,29,W,2
1dir,16,750,30,SE,2
1dir,16,751,31,SE,3
1dir,16,752,32,SW,1
1dir,16,753,33,NE,3
1dir,16,754,34,W,1
1dir,16,755,35,E,1
1dir,16,756,36,NE,1
1dir,16,757,37,N,2
1dir,16,758,38,SW,2
1dir,16,759,39,E,2
1dir,16,760,40,S,1
1dir,16,761,41,S,2
1dir,16,762,42,NW,2
1dir,16,763,43,NW,3
1dir,16,764,44,W,3
1dir,16,765,45,S,3
1dir,16,766,46,SE,1
1dir,16,767,47,N,3
1dir,16,768,48,NW,1
1dir,17,769,1,SW,2
1dir,17,770,2,E,3
1dir,17,771,3,S,2
1dir,17,772,4,NE,1
1dir,17,773,5,NE,2
1dir,17,774,6,S,1
1dir,17,775,7,NE,3
1dir,17,776,8,NW,2
1dir,17,777,9,S,3
1dir,17,778,10,N,3
1dir,17,779,11,W,2
1dir,17,780,12,SE,3
1dir,17,781,13,N,2
1dir,17,782,14,NW,1
1dir,17,783,15,NW,3
1dir,17,784,16,SE,1
1dir,17,785,17,N,1
1dir,17,786,18,E,1
1dir,17,787,19,E,2
1dir,17,788,20,SE,2
1dir,17,789,21,W,1
1dir,17,790,22,W,3
1dir,17,791,23,SW,1
1dir,17,792,24,SW,3
1dir,17,793,25,NE,3
1dir,17,794,26,N,1
1dir,17,795,27,N,2
1dir,17,796,28,W,1
1dir,17,797,29,W,3
1dir,17,798,30,SE,3
1dir,17,799,31,SW,1
1dir,17,800,32,SW,2
1dir,17,801,33,NW,1
1dir,17,802,34,W,2
1dir,17,803,35,E,2
1dir,17,804,36,NE,2
1dir,17,805,37,N,3
1dir,17,806,38,SW,3
1dir,17,807,39,E,3
1dir,17,808,40,S,2
1dir,17,809,41,S,3
1dir,17,810,42,NW,3
1dir,17,811,43,SE,1
1dir,17,812,44,NE,1
1dir,17,813,45,E,1
1dir,17,814,46,SE,2
1dir,17,815,47,S,1
1dir,17,816,48,NW,2
1dir,18,817,1,SW,3
1dir,18,818,2,W,1
1dir,18,819,3,S,3
1dir,18,820,4,NE,2
1dir,18,821,5,NE,3
1dir,18,822,6,S,2
1dir,18,823,7,NW,1
1dir,18,824,8,NW,3
1dir,18,825,9,E,1
1dir,18,826,10,S,1
1dir,18,827,11,W,3
1dir,18,828,12,SW,1
1dir,18,829,13,N,3
1dir,18,830,14,NW,2
1dir,18,831,15,SE,1
1dir,18,832,16,SE,2
1dir,18,833,17,N,2
1dir,18,834,18,E,2
1dir,18,835,19,E,3
1dir,18,836,20,SE,3
1dir,18,837,21,W,2
1dir,18,838,22,NE,1
1dir,18,839,23,SW,2
1dir,18,840,24,N,1
1dir,18,841,25,NW,1
1dir,18,842,26,N,2
1dir,18,843,27,N,3
1dir,18,844,28,W,2
1dir,18,845,29,NE,1
1dir,18,846,30,SW,1
1dir,18,847,31,SW,2
1dir,18,848,32,SW,3
1dir,18,849,33,NW,2
1dir,18,850,34,W,3
1dir,18,851,35,E,3
1dir,18,852,36,NE,3
1dir,18,853,37,S,1
1dir,18,854,38,N,1
1dir,18,855,39,W,1
1dir,18,856,40,S,3
1dir,18,857,41,E,1
1dir,18,858,42,SE,1
1dir,18,859,43,SE,2
1dir,18,860,44,NE,2
1dir,18,861,45,E,2
1dir,18,862,46,SE,3
1dir,18,863,47,S,2
1dir,18,864,48,NW,3
1dir,19,865,1,N,1
1dir,19,866,2,W,2
1dir,19,867,3,E,1
1dir,19,868,4,NE,3
1dir,19,869,5,NW,1
1dir,19,870,6,S,3
1dir,19,871,7,NW,2
1dir,19,872,8,SE,1
1dir,19,873,9,E,2
1dir,19,874,10,S,2
1dir,19,875,11,NE,1
1dir,19,876,12,SW,2
1dir,19,877,13,S,1
1dir,19,878,14,NW,3
1dir,19,879,15,SE,2
1dir,19,880,16,SE,3
1dir,19,881,17,N,3
1dir,19,882,18,E,3
1dir,19,883,19,W,1
1dir,19,884,20,SW,1
1dir,19,885,21,W,3
1dir,19,886,22,NE,2
1dir,19,887,23,SW,3
1dir,19,888,24,N,2
1dir,19,889,25,NW,2
1dir,19,890,26,N,3
1dir,19,891,27,S,1
1dir,19,892,28,W,3
1dir,19,893,29,NE,2
1dir,19,894,30,SW,2
1dir,19,895,31,SW,3
1dir,19,896,32,N,1
1dir,19,897,33,NW,3
1dir,19,898,34,NE,1
1dir,19,899,35,W,1
1dir,19,900,36,NW,1
1dir,19,901,37,S,2
1dir,19,902,38,N,2
1dir,19,903,39,W,2
1dir,19,904,40,E,1
1dir,19,905,41,E,2
1dir,19,906,42,SE,2
1dir,19,907,43,SE,3
1dir,19,908,44,NE,3
1dir,19,909,45,E,3
1dir,19,910,46,SW,1
1dir,19,911,47,S,3
1dir,19,912,48,SE,1
1dir,20,913,1,N,2
1dir,20,914,2,W,3
1dir,20,915,3,E,2
1dir,20,916,4,NW,1
1dir,20,917,5,NW,2
1dir,20,918,6,E,1
1dir,20,919,7,NW,3
1dir,20,920,8,SE,2
1dir,20,921,9,E,3
1dir,20,922,10,S,3
1dir,20,923,11,NE,2
1dir,20,924,12,SW,3
1dir,20,925,13,S,2
1dir,20,926,14,SE,1
1dir,20,927,15,SE,3
1dir,20,928,16,SW,1
1dir,20,929,17,S,1
1dir,20,930,18,W,1
1dir,20,931,19,W,2
1dir,20,932,20,SW,2
1dir,20,933,21,NE,1
1dir,20,934,22,NE,3
1dir,20,935,23,N,1
1dir,20,936,24,N,3
1dir,20,937,25,NW,3
1dir,20,938,26,S,1
1dir,20,939,27,S,2
1dir,20,940,28,NE,1
1dir,20,941,29,NE,3
1dir,20,942,30,SW,3
1dir,20,943,31,N,1
1dir,20,944,32,N,2
1dir,20,945,33,SE,1
1dir,20,946,34,NE,2
1dir,20,947,35,W,2
1dir,20,948,36,NW,2
1dir,20,949,37,S,3
1dir,20,950,38,N,3
1dir,20,951,39,W,3
1dir,20,952,40,E,2
1dir,20,953,41,E,3
1dir,20,954,42,SE,3
