DesignName,ParticipantID,TrialID,Block1,Block2,Block,Size,Repeat,NbAngle
GestureMultiAngle,12,532,1,4,1,3,1,1
GestureMultiAngle,12,533,1,5,1,4,1,1
GestureMultiAngle,12,534,1,6,1,4,1,2
GestureMultiAngle,12,535,1,7,1,1,1,1
GestureMultiAngle,12,536,1,8,1,2,1,2
GestureMultiAngle,12,537,2,1,2,1,1,2
GestureMultiAngle,12,538,2,2,2,2,1,1
GestureMultiAngle,12,539,2,3,2,3,1,2
GestureMultiAngle,12,540,2,4,2,3,1,1
GestureMultiAngle,12,541,2,5,2,4,1,1
GestureMultiAngle,12,542,2,6,2,4,1,2
GestureMultiAngle,12,543,2,7,2,1,1,1
GestureMultiAngle,12,544,2,8,2,2,1,2
GestureMultiAngle,12,545,3,1,3,1,1,2
GestureMultiAngle,12,546,3,2,3,2,1,1
GestureMultiAngle,12,547,3,3,3,3,1,2
GestureMultiAngle,12,548,3,4,3,3,1,1
GestureMultiAngle,12,549,3,5,3,4,1,1
GestureMultiAngle,12,550,3,6,3,4,1,2
GestureMultiAngle,12,551,3,7,3,1,1,1
GestureMultiAngle,12,552,3,8,3,2,1,2
GestureMultiAngle,12,553,4,1,4,1,1,2
GestureMultiAngle,12,554,4,2,4,2,1,1
GestureMultiAngle,12,555,4,3,4,3,1,2
GestureMultiAngle,12,556,4,4,4,3,1,1
GestureMultiAngle,12,557,4,5,4,4,1,1
GestureMultiAngle,12,558,4,6,4,4,1,2
GestureMultiAngle,12,559,4,7,4,1,1,1
GestureMultiAngle,12,560,4,8,4,2,1,2
GestureMultiAngle,12,561,5,1,5,1,1,2
GestureMultiAngle,12,562,5,2,5,2,1,1
GestureMultiAngle,12,563,5,3,5,3,1,2
GestureMultiAngle,12,564,5,4,5,3,1,1
GestureMultiAngle,12,565,5,5,5,4,1,1
GestureMultiAngle,12,566,5,6,5,4,1,2
GestureMultiAngle,12,567,5,7,5,1,1,1
GestureMultiAngle,12,568,5,8,5,2,1,2
GestureMultiAngle,12,569,6,1,6,1,1,2
GestureMultiAngle,12,570,6,2,6,2,1,1
GestureMultiAngle,12,571,6,3,6,3,1,2
GestureMultiAngle,12,572,6,4,6,3,1,1
GestureMultiAngle,12,573,6,5,6,4,1,1
GestureMultiAngle,12,574,6,6,6,4,1,2
GestureMultiAngle,12,575,6,7,6,1,1,1
GestureMultiAngle,12,576,6,8,6,2,1,2
GestureMultiAngle,13,577,1,1,1,2,1,1
GestureMultiAngle,13,578,1,2,1,2,1,2
GestureMultiAngle,13,579,1,3,1,4,1,1
GestureMultiAngle,13,580,1,4,1,3,1,2
GestureMultiAngle,13,581,1,5,1,4,1,2
GestureMultiAngle,13,582,1,6,1,1,1,1
GestureMultiAngle,13,583,1,7,1,1,1,2
GestureMultiAngle,13,584,1,8,1,3,1,1
GestureMultiAngle,13,585,2,1,2,2,1,1
GestureMultiAngle,13,586,2,2,2,2,1,2
GestureMultiAngle,13,587,2,3,2,4,1,1
GestureMultiAngle,13,588,2,4,2,3,1,2
GestureMultiAngle,13,589,2,5,2,4,1,2
GestureMultiAngle,13,590,2,6,2,1,1,1
GestureMultiAngle,13,591,2,7,2,1,1,2
GestureMultiAngle,13,592,2,8,2,3,1,1
GestureMultiAngle,13,593,3,1,3,2,1,1
GestureMultiAngle,13,594,3,2,3,2,1,2
GestureMultiAngle,13,595,3,3,3,4,1,1
GestureMultiAngle,13,596,3,4,3,3,1,2
GestureMultiAngle,13,597,3,5,3,4,1,2
GestureMultiAngle,13,598,3,6,3,1,1,1
GestureMultiAngle,13,599,3,7,3,1,1,2
GestureMultiAngle,13,600,3,8,3,3,1,1
GestureMultiAngle,13,601,4,1,4,2,1,1
GestureMultiAngle,13,602,4,2,4,2,1,2
GestureMultiAngle,13,603,4,3,4,4,1,1
GestureMultiAngle,13,604,4,4,4,3,1,2
GestureMultiAngle,13,605,4,5,4,4,1,2
GestureMultiAngle,13,606,4,6,4,1,1,1
GestureMultiAngle,13,607,4,7,4,1,1,2
GestureMultiAngle,13,608,4,8,4,3,1,1
GestureMultiAngle,13,609,5,1,5,2,1,1
GestureMultiAngle,13,610,5,2,5,2,1,2
GestureMultiAngle,13,611,5,3,5,4,1,1
GestureMultiAngle,13,612,5,4,5,3,1,2
GestureMultiAngle,13,613,5,5,5,4,1,2
GestureMultiAngle,13,614,5,6,5,1,1,1
GestureMultiAngle,13,615,5,7,5,1,1,2
GestureMultiAngle,13,616,5,8,5,3,1,1
GestureMultiAngle,13,617,6,1,6,2,1,1
GestureMultiAngle,13,618,6,2,6,2,1,2
GestureMultiAngle,13,619,6,3,6,4,1,1
GestureMultiAngle,13,620,6,4,6,3,1,2
GestureMultiAngle,13,621,6,5,6,4,1,2
GestureMultiAngle,13,622,6,6,6,1,1,1
GestureMultiAngle,13,623,6,7,6,1,1,2
GestureMultiAngle,13,624,6,8,6,3,1,1
GestureMultiAngle,14,625,1,1,1,2,1,2
GestureMultiAngle,14,626,1,2,1,3,1,1
GestureMultiAngle,14,627,1,3,1,4,1,2
GestureMultiAngle,14,628,1,4,1,4,1,1
GestureMultiAngle,14,629,1,5,1,1,1,1
GestureMultiAngle,14,630,1,6,1,1,1,2
GestureMultiAngle,14,631,1,7,1,2,1,1
GestureMultiAngle,14,632,1,8,1,3,1,2
GestureMultiAngle,14,633,2,1,2,2,1,2
GestureMultiAngle,14,634,2,2,2,3,1,1
GestureMultiAngle,14,635,2,3,2,4,1,2
GestureMultiAngle,14,636,2,4,2,4,1,1
GestureMultiAngle,14,637,2,5,2,1,1,1
GestureMultiAngle,14,638,2,6,2,1,1,2
GestureMultiAngle,14,639,2,7,2,2,1,1
GestureMultiAngle,14,640,2,8,2,3,1,2
GestureMultiAngle,14,641,3,1,3,2,1,2
GestureMultiAngle,14,642,3,2,3,3,1,1
GestureMultiAngle,14,643,3,3,3,4,1,2
GestureMultiAngle,14,644,3,4,3,4,1,1
GestureMultiAngle,14,645,3,5,3,1,1,1
GestureMultiAngle,14,646,3,6,3,1,1,2
GestureMultiAngle,14,647,3,7,3,2,1,1
GestureMultiAngle,14,648,3,8,3,3,1,2
GestureMultiAngle,14,649,4,1,4,2,1,2
GestureMultiAngle,14,650,4,2,4,3,1,1
GestureMultiAngle,14,651,4,3,4,4,1,2
GestureMultiAngle,14,652,4,4,4,4,1,1
GestureMultiAngle,14,653,4,5,4,1,1,1
GestureMultiAngle,14,654,4,6,4,1,1,2
GestureMultiAngle,14,655,4,7,4,2,1,1
GestureMultiAngle,14,656,4,8,4,3,1,2
GestureMultiAngle,14,657,5,1,5,2,1,2
GestureMultiAngle,14,658,5,2,5,3,1,1
GestureMultiAngle,14,659,5,3,5,4,1,2
GestureMultiAngle,14,660,5,4,5,4,1,1
GestureMultiAngle,14,661,5,5,5,1,1,1
GestureMultiAngle,14,662,5,6,5,1,1,2
GestureMultiAngle,14,663,5,7,5,2,1,1
GestureMultiAngle,14,664,5,8,5,3,1,2
GestureMultiAngle,14,665,6,1,6,2,1,2
GestureMultiAngle,14,666,6,2,6,3,1,1
GestureMultiAngle,14,667,6,3,6,4,1,2
GestureMultiAngle,14,668,6,4,6,4,1,1
GestureMultiAngle,14,669,6,5,6,1,1,1
GestureMultiAngle,14,670,6,6,6,1,1,2
GestureMultiAngle,14,671,6,7,6,2,1,1
GestureMultiAngle,14,672,6,8,6,3,1,2
GestureMultiAngle,15,673,1,1,1,3,1,1
GestureMultiAngle,15,674,1,2,1,3,1,2
GestureMultiAngle,15,675,1,3,1,1,1,1
GestureMultiAngle,15,676,1,4,1,4,1,2
GestureMultiAngle,15,677,1,5,1,1,1,2
GestureMultiAngle,15,678,1,6,1,2,1,1
GestureMultiAngle,15,679,1,7,1,2,1,2
GestureMultiAngle,15,680,1,8,1,4,1,1
GestureMultiAngle,15,681,2,1,2,3,1,1
GestureMultiAngle,15,682,2,2,2,3,1,2
GestureMultiAngle,15,683,2,3,2,1,1,1
GestureMultiAngle,15,684,2,4,2,4,1,2
GestureMultiAngle,15,685,2,5,2,1,1,2
GestureMultiAngle,15,686,2,6,2,2,1,1
GestureMultiAngle,15,687,2,7,2,2,1,2
GestureMultiAngle,15,688,2,8,2,4,1,1
GestureMultiAngle,15,689,3,1,3,3,1,1
GestureMultiAngle,15,690,3,2,3,3,1,2
GestureMultiAngle,15,691,3,3,3,1,1,1
GestureMultiAngle,15,692,3,4,3,4,1,2
GestureMultiAngle,15,693,3,5,3,1,1,2
GestureMultiAngle,15,694,3,6,3,2,1,1
GestureMultiAngle,15,695,3,7,3,2,1,2
GestureMultiAngle,15,696,3,8,3,4,1,1
GestureMultiAngle,15,697,4,1,4,3,1,1
GestureMultiAngle,15,698,4,2,4,3,1,2
GestureMultiAngle,15,699,4,3,4,1,1,1
GestureMultiAngle,15,700,4,4,4,4,1,2
GestureMultiAngle,15,701,4,5,4,1,1,2
GestureMultiAngle,15,702,4,6,4,2,1,1
GestureMultiAngle,15,703,4,7,4,2,1,2
GestureMultiAngle,15,704,4,8,4,4,1,1
GestureMultiAngle,15,705,5,1,5,3,1,1
GestureMultiAngle,15,706,5,2,5,3,1,2
GestureMultiAngle,15,707,5,3,5,1,1,1
GestureMultiAngle,15,708,5,4,5,4,1,2
GestureMultiAngle,15,709,5,5,5,1,1,2
GestureMultiAngle,15,710,5,6,5,2,1,1
GestureMultiAngle,15,711,5,7,5,2,1,2
GestureMultiAngle,15,712,5,8,5,4,1,1
GestureMultiAngle,15,713,6,1,6,3,1,1
GestureMultiAngle,15,714,6,2,6,3,1,2
GestureMultiAngle,15,715,6,3,6,1,1,1
GestureMultiAngle,15,716,6,4,6,4,1,2
GestureMultiAngle,15,717,6,5,6,1,1,2
GestureMultiAngle,15,718,6,6,6,2,1,1
GestureMultiAngle,15,719,6,7,6,2,1,2
GestureMultiAngle,15,720,6,8,6,4,1,1
GestureMultiAngle,16,721,1,1,1,3,1,2
GestureMultiAngle,16,722,1,2,1,4,1,1
GestureMultiAngle,16,723,1,3,1,1,1,2
GestureMultiAngle,16,724,1,4,1,1,1,1
GestureMultiAngle,16,725,1,5,1,2,1,1
GestureMultiAngle,16,726,1,6,1,2,1,2
GestureMultiAngle,16,727,1,7,1,3,1,1
GestureMultiAngle,16,728,1,8,1,4,1,2
GestureMultiAngle,16,729,2,1,2,3,1,2
GestureMultiAngle,16,730,2,2,2,4,1,1
GestureMultiAngle,16,731,2,3,2,1,1,2
GestureMultiAngle,16,732,2,4,2,1,1,1
GestureMultiAngle,16,733,2,5,2,2,1,1
GestureMultiAngle,16,734,2,6,2,2,1,2
GestureMultiAngle,16,735,2,7,2,3,1,1
GestureMultiAngle,16,736,2,8,2,4,1,2
GestureMultiAngle,16,737,3,1,3,3,1,2
GestureMultiAngle,16,738,3,2,3,4,1,1
GestureMultiAngle,16,739,3,3,3,1,1,2
GestureMultiAngle,16,740,3,4,3,1,1,1
GestureMultiAngle,16,741,3,5,3,2,1,1
GestureMultiAngle,16,742,3,6,3,2,1,2
GestureMultiAngle,16,743,3,7,3,3,1,1
GestureMultiAngle,16,744,3,8,3,4,1,2
GestureMultiAngle,16,745,4,1,4,3,1,2
GestureMultiAngle,16,746,4,2,4,4,1,1
GestureMultiAngle,16,747,4,3,4,1,1,2
GestureMultiAngle,16,748,4,4,4,1,1,1
GestureMultiAngle,16,749,4,5,4,2,1,1
GestureMultiAngle,16,750,4,6,4,2,1,2
GestureMultiAngle,16,751,4,7,4,3,1,1
GestureMultiAngle,16,752,4,8,4,4,1,2
GestureMultiAngle,16,753,5,1,5,3,1,2
GestureMultiAngle,16,754,5,2,5,4,1,1
GestureMultiAngle,16,755,5,3,5,1,1,2
GestureMultiAngle,16,756,5,4,5,1,1,1
GestureMultiAngle,16,757,5,5,5,2,1,1
GestureMultiAngle,16,758,5,6,5,2,1,2
GestureMultiAngle,16,759,5,7,5,3,1,1
GestureMultiAngle,16,760,5,8,5,4,1,2
GestureMultiAngle,16,761,6,1,6,3,1,2
GestureMultiAngle,16,762,6,2,6,4,1,1
GestureMultiAngle,16,763,6,3,6,1,1,2
GestureMultiAngle,16,764,6,4,6,1,1,1
GestureMultiAngle,16,765,6,5,6,2,1,1
GestureMultiAngle,16,766,6,6,6,2,1,2
GestureMultiAngle,16,767,6,7,6,3,1,1
GestureMultiAngle,16,768,6,8,6,4,1,2
GestureMultiAngle,17,769,1,1,1,4,1,1
GestureMultiAngle,17,770,1,2,1,4,1,2
GestureMultiAngle,17,771,1,3,1,2,1,1
GestureMultiAngle,17,772,1,4,1,1,1,2
GestureMultiAngle,17,773,1,5,1,2,1,2
GestureMultiAngle,17,774,1,6,1,3,1,1
GestureMultiAngle,17,775,1,7,1,3,1,2
GestureMultiAngle,17,776,1,8,1,1,1,1
GestureMultiAngle,17,777,2,1,2,4,1,1
GestureMultiAngle,17,778,2,2,2,4,1,2
GestureMultiAngle,17,779,2,3,2,2,1,1
GestureMultiAngle,17,780,2,4,2,1,1,2
GestureMultiAngle,17,781,2,5,2,2,1,2
GestureMultiAngle,17,782,2,6,2,3,1,1
GestureMultiAngle,17,783,2,7,2,3,1,2
GestureMultiAngle,17,784,2,8,2,1,1,1
GestureMultiAngle,17,785,3,1,3,4,1,1
GestureMultiAngle,17,786,3,2,3,4,1,2
GestureMultiAngle,17,787,3,3,3,2,1,1
GestureMultiAngle,17,788,3,4,3,1,1,2
GestureMultiAngle,17,789,3,5,3,2,1,2
GestureMultiAngle,17,790,3,6,3,3,1,1
GestureMultiAngle,17,791,3,7,3,3,1,2
GestureMultiAngle,17,792,3,8,3,1,1,1
GestureMultiAngle,17,793,4,1,4,4,1,1
GestureMultiAngle,17,794,4,2,4,4,1,2
GestureMultiAngle,17,795,4,3,4,2,1,1
GestureMultiAngle,17,796,4,4,4,1,1,2
GestureMultiAngle,17,797,4,5,4,2,1,2
GestureMultiAngle,17,798,4,6,4,3,1,1
GestureMultiAngle,17,799,4,7,4,3,1,2
GestureMultiAngle,17,800,4,8,4,1,1,1
GestureMultiAngle,17,801,5,1,5,4,1,1
GestureMultiAngle,17,802,5,2,5,4,1,2
GestureMultiAngle,17,803,5,3,5,2,1,1
GestureMultiAngle,17,804,5,4,5,1,1,2
GestureMultiAngle,17,805,5,5,5,2,1,2
GestureMultiAngle,17,806,5,6,5,3,1,1
GestureMultiAngle,17,807,5,7,5,3,1,2
GestureMultiAngle,17,808,5,8,5,1,1,1
GestureMultiAngle,17,809,6,1,6,4,1,1
GestureMultiAngle,17,810,6,2,6,4,1,2
GestureMultiAngle,17,811,6,3,6,2,1,1
GestureMultiAngle,17,812,6,4,6,1,1,2
GestureMultiAngle,17,813,6,5,6,2,1,2
GestureMultiAngle,17,814,6,6,6,3,1,1
GestureMultiAngle,17,815,6,7,6,3,1,2
GestureMultiAngle,17,816,6,8,6,1,1,1
GestureMultiAngle,18,817,1,1,1,4,1,2
GestureMultiAngle,18,818,1,2,1,1,1,1
GestureMultiAngle,18,819,1,3,1,2,1,2
GestureMultiAngle,18,820,1,4,1,2,1,1
GestureMultiAngle,18,821,1,5,1,3,1,1
GestureMultiAngle,18,822,1,6,1,3,1,2
GestureMultiAngle,18,823,1,7,1,4,1,1
GestureMultiAngle,18,824,1,8,1,1,1,2
GestureMultiAngle,18,825,2,1,2,4,1,2
GestureMultiAngle,18,826,2,2,2,1,1,1
GestureMultiAngle,18,827,2,3,2,2,1,2
GestureMultiAngle,18,828,2,4,2,2,1,1
GestureMultiAngle,18,829,2,5,2,3,1,1
GestureMultiAngle,18,830,2,6,2,3,1,2
GestureMultiAngle,18,831,2,7,2,4,1,1
GestureMultiAngle,18,832,2,8,2,1,1,2
GestureMultiAngle,18,833,3,1,3,4,1,2
GestureMultiAngle,18,834,3,2,3,1,1,1
GestureMultiAngle,18,835,3,3,3,2,1,2
GestureMultiAngle,18,836,3,4,3,2,1,1
GestureMultiAngle,18,837,3,5,3,3,1,1
GestureMultiAngle,18,838,3,6,3,3,1,2
GestureMultiAngle,18,839,3,7,3,4,1,1
GestureMultiAngle,18,840,3,8,3,1,1,2
GestureMultiAngle,18,841,4,1,4,4,1,2
GestureMultiAngle,18,842,4,2,4,1,1,1
GestureMultiAngle,18,843,4,3,4,2,1,2
GestureMultiAngle,18,844,4,4,4,2,1,1
GestureMultiAngle,18,845,4,5,4,3,1,1
GestureMultiAngle,18,846,4,6,4,3,1,2
GestureMultiAngle,18,847,4,7,4,4,1,1
GestureMultiAngle,18,848,4,8,4,1,1,2
GestureMultiAngle,18,849,5,1,5,4,1,2
GestureMultiAngle,18,850,5,2,5,1,1,1
GestureMultiAngle,18,851,5,3,5,2,1,2
GestureMultiAngle,18,852,5,4,5,2,1,1
GestureMultiAngle,18,853,5,5,5,3,1,1
GestureMultiAngle,18,854,5,6,5,3,1,2
GestureMultiAngle,18,855,5,7,5,4,1,1
GestureMultiAngle,18,856,5,8,5,1,1,2
GestureMultiAngle,18,857,6,1,6,4,1,2
GestureMultiAngle,18,858,6,2,6,1,1,1
GestureMultiAngle,18,859,6,3,6,2,1,2
GestureMultiAngle,18,860,6,4,6,2,1,1
GestureMultiAngle,18,861,6,5,6,3,1,1
GestureMultiAngle,18,862,6,6,6,3,1,2
GestureMultiAngle,18,863,6,7,6,4,1,1
GestureMultiAngle,18,864,6,8,6,1,1,2
GestureMultiAngle,19,865,1,1,1,1,1,1
GestureMultiAngle,19,866,1,2,1,1,1,2
GestureMultiAngle,19,867,1,3,1,3,1,1
GestureMultiAngle,19,868,1,4,1,2,1,2
GestureMultiAngle,19,869,1,5,1,3,1,2
GestureMultiAngle,19,870,1,6,1,4,1,1
GestureMultiAngle,19,871,1,7,1,4,1,2
GestureMultiAngle,19,872,1,8,1,2,1,1
GestureMultiAngle,19,873,2,1,2,1,1,1
GestureMultiAngle,19,874,2,2,2,1,1,2
GestureMultiAngle,19,875,2,3,2,3,1,1
GestureMultiAngle,19,876,2,4,2,2,1,2
GestureMultiAngle,19,877,2,5,2,3,1,2
GestureMultiAngle,19,878,2,6,2,4,1,1
GestureMultiAngle,19,879,2,7,2,4,1,2
GestureMultiAngle,19,880,2,8,2,2,1,1
GestureMultiAngle,19,881,3,1,3,1,1,1
GestureMultiAngle,19,882,3,2,3,1,1,2
GestureMultiAngle,19,883,3,3,3,3,1,1
GestureMultiAngle,19,884,3,4,3,2,1,2
GestureMultiAngle,19,885,3,5,3,3,1,2
GestureMultiAngle,19,886,3,6,3,4,1,1
GestureMultiAngle,19,887,3,7,3,4,1,2
GestureMultiAngle,19,888,3,8,3,2,1,1
GestureMultiAngle,19,889,4,1,4,1,1,1
GestureMultiAngle,19,890,4,2,4,1,1,2
GestureMultiAngle,19,891,4,3,4,3,1,1
GestureMultiAngle,19,892,4,4,4,2,1,2
GestureMultiAngle,19,893,4,5,4,3,1,2
GestureMultiAngle,19,894,4,6,4,4,1,1
GestureMultiAngle,19,895,4,7,4,4,1,2
GestureMultiAngle,19,896,4,8,4,2,1,1
GestureMultiAngle,19,897,5,1,5,1,1,1
GestureMultiAngle,19,898,5,2,5,1,1,2
GestureMultiAngle,19,899,5,3,5,3,1,1
GestureMultiAngle,19,900,5,4,5,2,1,2
GestureMultiAngle,19,901,5,5,5,3,1,2
GestureMultiAngle,19,902,5,6,5,4,1,1
GestureMultiAngle,19,903,5,7,5,4,1,2
GestureMultiAngle,19,904,5,8,5,2,1,1
GestureMultiAngle,19,905,6,1,6,1,1,1
GestureMultiAngle,19,906,6,2,6,1,1,2
GestureMultiAngle,19,907,6,3,6,3,1,1
GestureMultiAngle,19,908,6,4,6,2,1,2
GestureMultiAngle,19,909,6,5,6,3,1,2
GestureMultiAngle,19,910,6,6,6,4,1,1
GestureMultiAngle,19,911,6,7,6,4,1,2
GestureMultiAngle,19,912,6,8,6,2,1,1
GestureMultiAngle,20,913,1,1,1,1,1,2
GestureMultiAngle,20,914,1,2,1,2,1,1
GestureMultiAngle,20,915,1,3,1,3,1,2
GestureMultiAngle,20,916,1,4,1,3,1,1
GestureMultiAngle,20,917,1,5,1,4,1,1
GestureMultiAngle,20,918,1,6,1,4,1,2
GestureMultiAngle,20,919,1,7,1,1,1,1
GestureMultiAngle,20,920,1,8,1,2,1,2
GestureMultiAngle,20,921,2,1,2,1,1,2
GestureMultiAngle,20,922,2,2,2,2,1,1
GestureMultiAngle,20,923,2,3,2,3,1,2
GestureMultiAngle,20,924,2,4,2,3,1,1
GestureMultiAngle,20,925,2,5,2,4,1,1
GestureMultiAngle,20,926,2,6,2,4,1,2
GestureMultiAngle,20,927,2,7,2,1,1,1
GestureMultiAngle,20,928,2,8,2,2,1,2
GestureMultiAngle,20,929,3,1,3,1,1,2
GestureMultiAngle,20,930,3,2,3,2,1,1
GestureMultiAngle,20,931,3,3,3,3,1,2
GestureMultiAngle,20,932,3,4,3,3,1,1
GestureMultiAngle,20,933,3,5,3,4,1,1
GestureMultiAngle,20,934,3,6,3,4,1,2
GestureMultiAngle,20,935,3,7,3,1,1,1
GestureMultiAngle,20,936,3,8,3,2,1,2
GestureMultiAngle,20,937,4,1,4,1,1,2
GestureMultiAngle,20,938,4,2,4,2,1,1
GestureMultiAngle,20,939,4,3,4,3,1,2
GestureMultiAngle,20,940,4,4,4,3,1,1
GestureMultiAngle,20,941,4,5,4,4,1,1
GestureMultiAngle,20,942,4,6,4,4,1,2
GestureMultiAngle,20,943,4,7,4,1,1,1
GestureMultiAngle,20,944,4,8,4,2,1,2
GestureMultiAngle,20,945,5,1,5,1,1,2
GestureMultiAngle,20,946,5,2,5,2,1,1
GestureMultiAngle,20,947,5,3,5,3,1,2
GestureMultiAngle,20,948,5,4,5,3,1,1
GestureMultiAngle,20,949,5,5,5,4,1,1
GestureMultiAngle,20,950,5,6,5,4,1,2
GestureMultiAngle,20,951,5,7,5,1,1,1
GestureMultiAngle,20,952,5,8,5,2,1,2
GestureMultiAngle,20,953,6,1,6,1,1,2
GestureMultiAngle,20,954,6,2,6,2,1,1
GestureMultiAngle,20,955,6,3,6,3,1,2
GestureMultiAngle,20,956,6,4,6,3,1,1
GestureMultiAngle,20,957,6,5,6,4,1,1
GestureMultiAngle,20,958,6,6,6,4,1,2
GestureMultiAngle,20,959,6,7,6,1,1,1
GestureMultiAngle,20,960,6,8,6,2,1,2
GestureMultiAngle,21,961,1,1,1,2,1,1
GestureMultiAngle,21,962,1,2,1,2,1,2
GestureMultiAngle,21,963,1,3,1,4,1,1
GestureMultiAngle,21,964,1,4,1,3,1,2
GestureMultiAngle,21,965,1,5,1,4,1,2
GestureMultiAngle,21,966,1,6,1,1,1,1
GestureMultiAngle,21,967,1,7,1,1,1,2
GestureMultiAngle,21,968,1,8,1,3,1,1
GestureMultiAngle,21,969,2,1,2,2,1,1
GestureMultiAngle,21,970,2,2,2,2,1,2
GestureMultiAngle,21,971,2,3,2,4,1,1
GestureMultiAngle,21,972,2,4,2,3,1,2
GestureMultiAngle,21,973,2,5,2,4,1,2
GestureMultiAngle,21,974,2,6,2,1,1,1
GestureMultiAngle,21,975,2,7,2,1,1,2
GestureMultiAngle,21,976,2,8,2,3,1,1
GestureMultiAngle,21,977,3,1,3,2,1,1
GestureMultiAngle,21,978,3,2,3,2,1,2
GestureMultiAngle,21,979,3,3,3,4,1,1
GestureMultiAngle,21,980,3,4,3,3,1,2
GestureMultiAngle,21,981,3,5,3,4,1,2
GestureMultiAngle,21,982,3,6,3,1,1,1
GestureMultiAngle,21,983,3,7,3,1,1,2
GestureMultiAngle,21,984,3,8,3,3,1,1
GestureMultiAngle,21,985,4,1,4,2,1,1
GestureMultiAngle,21,986,4,2,4,2,1,2
GestureMultiAngle,21,987,4,3,4,4,1,1
GestureMultiAngle,21,988,4,4,4,3,1,2
GestureMultiAngle,21,989,4,5,4,4,1,2
GestureMultiAngle,21,990,4,6,4,1,1,1
GestureMultiAngle,21,991,4,7,4,1,1,2
GestureMultiAngle,21,992,4,8,4,3,1,1
GestureMultiAngle,21,993,5,1,5,2,1,1
GestureMultiAngle,21,994,5,2,5,2,1,2
GestureMultiAngle,21,995,5,3,5,4,1,1
GestureMultiAngle,21,996,5,4,5,3,1,2
GestureMultiAngle,21,997,5,5,5,4,1,2
GestureMultiAngle,21,998,5,6,5,1,1,1
GestureMultiAngle,21,999,5,7,5,1,1,2
GestureMultiAngle,21,1000,5,8,5,3,1,1
GestureMultiAngle,21,1001,6,1,6,2,1,1
GestureMultiAngle,21,1002,6,2,6,2,1,2
GestureMultiAngle,21,1003,6,3,6,4,1,1
GestureMultiAngle,21,1004,6,4,6,3,1,2
GestureMultiAngle,21,1005,6,5,6,4,1,2
GestureMultiAngle,21,1006,6,6,6,1,1,1
GestureMultiAngle,21,1007,6,7,6,1,1,2
GestureMultiAngle,21,1008,6,8,6,3,1,1
GestureMultiAngle,22,1009,1,1,1,2,1,2
GestureMultiAngle,22,1010,1,2,1,3,1,1
GestureMultiAngle,22,1011,1,3,1,4,1,2
GestureMultiAngle,22,1012,1,4,1,4,1,1
GestureMultiAngle,22,1013,1,5,1,1,1,1
GestureMultiAngle,22,1014,1,6,1,1,1,2
GestureMultiAngle,22,1015,1,7,1,2,1,1
GestureMultiAngle,22,1016,1,8,1,3,1,2
GestureMultiAngle,22,1017,2,1,2,2,1,2
GestureMultiAngle,22,1018,2,2,2,3,1,1
GestureMultiAngle,22,1019,2,3,2,4,1,2
GestureMultiAngle,22,1020,2,4,2,4,1,1
GestureMultiAngle,22,1021,2,5,2,1,1,1
GestureMultiAngle,22,1022,2,6,2,1,1,2
GestureMultiAngle,22,1023,2,7,2,2,1,1
GestureMultiAngle,22,1024,2,8,2,3,1,2
GestureMultiAngle,22,1025,3,1,3,2,1,2
GestureMultiAngle,22,1026,3,2,3,3,1,1
GestureMultiAngle,22,1027,3,3,3,4,1,2
GestureMultiAngle,22,1028,3,4,3,4,1,1
GestureMultiAngle,22,1029,3,5,3,1,1,1
GestureMultiAngle,22,1030,3,6,3,1,1,2
GestureMultiAngle,22,1031,3,7,3,2,1,1
GestureMultiAngle,22,1032,3,8,3,3,1,2
GestureMultiAngle,22,1033,4,1,4,2,1,2
GestureMultiAngle,22,1034,4,2,4,3,1,1
GestureMultiAngle,22,1035,4,3,4,4,1,2
GestureMultiAngle,22,1036,4,4,4,4,1,1
GestureMultiAngle,22,1037,4,5,4,1,1,1
GestureMultiAngle,22,1038,4,6,4,1,1,2
GestureMultiAngle,22,1039,4,7,4,2,1,1
GestureMultiAngle,22,1040,4,8,4,3,1,2
GestureMultiAngle,22,1041,5,1,5,2,1,2
GestureMultiAngle,22,1042,5,2,5,3,1,1
GestureMultiAngle,22,1043,5,3,5,4,1,2
GestureMultiAngle,22,1044,5,4,5,4,1,1
GestureMultiAngle,22,1045,5,5,5,1,1,1
GestureMultiAngle,22,1046,5,6,5,1,1,2
GestureMultiAngle,22,1047,5,7,5,2,1,1
GestureMultiAngle,22,1048,5,8,5,3,1,2
GestureMultiAngle,22,1049,6,1,6,2,1,2
GestureMultiAngle,22,1050,6,2,6,3,1,1
GestureMultiAngle,22,1051,6,3,6,4,1,2
GestureMultiAngle,22,1052,6,4,6,4,1,1
GestureMultiAngle,22,1053,6,5,6,1,1,1
GestureMultiAngle,22,1054,6,6,6,1,1,2
GestureMultiAngle,22,1055,6,7,6,2,1,1
GestureMultiAngle,22,1056,6,8,6,3,1,2
GestureMultiAngle,23,1057,1,1,1,3,1,1
GestureMultiAngle,23,1058,1,2,1,3,1,2
GestureMultiAngle,23,1059,1,3,1,1,1,1
GestureMultiAngle,23,1060,1,4,1,4,1,2
GestureMultiAngle,23,1061,1,5,1,1,1,2
GestureMultiAngle,23,1062,1,6,1,2,1,1
GestureMultiAngle,23,1063,1,7,1,2,1,2
GestureMultiAngle,23,1064,1,8,1,4,1,1
GestureMultiAngle,23,1065,2,1,2,3,1,1
