DesignName, ParticipantID, TrialID, Block1, Block2, Size, Dir, NbModi, NbAngle, Repeat, letter1, modifiers1, execTimeCMD1, execTimeAlt1, execTimeShift1, execTimeKey1, letter2, modifiers2, execTimeCMD2, execTimeAlt2, execTimeShift2, execTimeKey2, letter3, modifiers3, execTimeCMD3, execTimeAlt3, execTimeShift3, execTimeKey3, angle1, userAngle1, drawDist1, angle2, userAngle2, drawDist2, mouseClick1, totalExecTime1, nbOfAttempts1, mouseClick2, totalExecTime2, nbOfAttempts2, mouseClick3, totalExecTime3, nbOfAttempts3, targetDist, keyboardLayout, mouseType
KeyMultiModi,17,1537,1,1,3,-1,1,-1,1,M,CMD,1.635,-1,-1,1.806,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1.806,1,-1,-1,-1,-1,-1,-1,267,QWERTY,touchpad
KeyMultiModi,17,1538,1,2,1,-1,2,-1,1,X,CMD + Shift,1.933,-1,1.888,2.456,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2.456,1,-1,-1,-1,-1,-1,-1,595,QWERTY,touchpad
KeyMultiModi,17,1539,1,3,1,-1,3,-1,1,V,CMD + Option + Shift,1.712,1.728,1.763,2.029,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2.029,1,-1,-1,-1,-1,-1,-1,873,QWERTY,touchpad
KeyMultiModi,17,1540,1,4,3,-1,3,-1,1,A,CMD + Option + Shift,1.889,1.889,1.889,2.332,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2.332,1,-1,-1,-1,-1,-1,-1,742,QWERTY,touchpad
KeyMultiModi,17,1541,1,5,4,-1,0,-1,1,R,,-1,-1,-1,1.202,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1.202,1,-1,-1,-1,-1,-1,-1,548,QWERTY,touchpad
KeyMultiModi,17,1542,1,6,4,-1,2,-1,1,I,Option + Shift,-1,1.749,1.804,2.011,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2.012,1,-1,-1,-1,-1,-1,-1,550,QWERTY,touchpad
KeyMultiModi,17,1543,1,7,2,-1,1,-1,1,V,Option,-1,2.897,-1,1.49,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3.136,2,-1,-1,-1,-1,-1,-1,564,QWERTY,touchpad
KeyMultiModi,17,1544,1,8,1,-1,0,-1,1,R,,-1,-1,-1,1.324,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1.324,1,-1,-1,-1,-1,-1,-1,406,QWERTY,touchpad
KeyMultiModi,17,1545,1,9,2,-1,3,-1,1,G,CMD + Option + Shift,1.486,1.52,1.497,1.714,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1.714,1,-1,-1,-1,-1,-1,-1,525,QWERTY,touchpad
KeyMultiModi,17,1546,1,10,3,-1,2,-1,1,R,Option + Shift,-1,1.839,1.924,2.25,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2.25,1,-1,-1,-1,-1,-1,-1,837,QWERTY,touchpad
