DesignName, ParticipantID, TrialID, Block1, Block2, Size, Dir, NbModi, NbAngle, Repeat, letter1, modifiers1, execTimeCMD1, execTimeAlt1, execTimeShift1, execTimeKey1, letter2, modifiers2, execTimeCMD2, execTimeAlt2, execTimeShift2, execTimeKey2, letter3, modifiers3, execTimeCMD3, execTimeAlt3, execTimeShift3, execTimeKey3, angle1, userAngle1, drawDist1, angle2, userAngle2, drawDist2, mouseClick1, totalExecTime1, nbOfAttempts1, mouseClick2, totalExecTime2, nbOfAttempts2, mouseClick3, totalExecTime3, nbOfAttempts3, targetDist
GestureMultiRepeat,31,2161,1,1,1,NaN,NaN,1,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,90,79,188,NaN,NaN,NaN,22.599,23.652,2,NaN,NaN,NaN,NaN,NaN,NaN,815
GestureMultiRepeat,31,2162,1,2,1,NaN,NaN,1,3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,270,266,89,90,87,98,31.566,32.159,7,2.042,2.535,1,2.176,2.631,1,965
GestureMultiRepeat,31,2163,1,3,2,NaN,NaN,1,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,180,171,340,NaN,NaN,NaN,5.619,6.487,2,NaN,NaN,NaN,NaN,NaN,NaN,346
GestureMultiRepeat,31,2164,1,4,3,NaN,NaN,1,2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,45,63,237,90,85,252,3.934,5.08,2,2.052,2.574,1,NaN,NaN,NaN,658
GestureMultiRepeat,31,2165,1,5,4,NaN,NaN,1,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,180,174,366,NaN,NaN,NaN,3.774,4.688,2,NaN,NaN,NaN,NaN,NaN,NaN,592
GestureMultiRepeat,31,2166,1,6,2,NaN,NaN,1,3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,45,54,148,270,263,118,3.535,4.146,2,1.445,1.852,1,29.046,29.482,12,551
GestureMultiRepeat,31,2167,1,7,4,NaN,NaN,1,3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,45,25,190,270,261,208,3.847,4.851,2,1.852,2.722,1,1.111,1.65,1,216
GestureMultiRepeat,31,2168,1,8,3,NaN,NaN,1,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,45,34,224,NaN,NaN,NaN,2.56,3.084,2,NaN,NaN,NaN,NaN,NaN,NaN,802
GestureMultiRepeat,31,2169,1,9,1,NaN,NaN,1,2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,180,180,136,45,35,98,2.617,3.224,2,2.992,3.456,2,NaN,NaN,NaN,446
GestureMultiRepeat,31,2170,1,10,2,NaN,NaN,1,2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,180,177,240,270,264,124,3.366,4.041,2,0.948,1.413,1,NaN,NaN,NaN,533
