DesignName, ParticipantID, TrialID, Block1, Block2, Size, Dir, NbModi, NbAngle, Repeat, letter1, modifiers1, execTimeCMD1, execTimeAlt1, execTimeShift1, execTimeKey1, letter2, modifiers2, execTimeCMD2, execTimeAlt2, execTimeShift2, execTimeKey2, letter3, modifiers3, execTimeCMD3, execTimeAlt3, execTimeShift3, execTimeKey3, angle1, userAngle1, drawDist1, angle2, userAngle2, drawDist2, mouseClick1, totalExecTime1, nbOfAttempts1, mouseClick2, totalExecTime2, nbOfAttempts2, mouseClick3, totalExecTime3, nbOfAttempts3, targetDist, keyboardLayout, mouseType
GestureMultiAngle,47,5889,1,1,3,NE_SE,-1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,45,62,172,-1,-1,-1,0.735,0.943,1,-1,-1,-1,-1,-1,-1,NaN,AZERTY,touchpad
GestureMultiAngle,47,5890,1,2,4,SW_NW,-1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,225,220,203,-1,-1,-1,0.939,1.147,1,-1,-1,-1,-1,-1,-1,NaN,AZERTY,touchpad
GestureMultiAngle,47,5891,1,3,2,SW_NW,-1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,225,225,111,-1,-1,-1,0.899,1.075,1,-1,-1,-1,-1,-1,-1,NaN,AZERTY,touchpad
GestureMultiAngle,47,5892,1,4,2,N_E,-1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,90,90,162,-1,-1,-1,1.135,1.347,1,-1,-1,-1,-1,-1,-1,NaN,AZERTY,touchpad
GestureMultiAngle,47,5893,1,5,2,N_E,-1,2,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,90,88,208,360,363,-1,4.573,5.147,3,-1,-1,-1,-1,-1,-1,NaN,AZERTY,touchpad
