DesignName, ParticipantID, TrialID, Block1, Block2, Size, Dir, NbModi, NbAngle, Repeat, letter1, modifiers1, execTimeCMD1, execTimeAlt1, execTimeShift1, execTimeKey1, letter2, modifiers2, execTimeCMD2, execTimeAlt2, execTimeShift2, execTimeKey2, letter3, modifiers3, execTimeCMD3, execTimeAlt3, execTimeShift3, execTimeKey3, angle1, userAngle1, drawDist1, angle2, userAngle2, drawDist2, mouseClick1, totalExecTime1, nbOfAttempts1, mouseClick2, totalExecTime2, nbOfAttempts2, mouseClick3, totalExecTime3, nbOfAttempts3, targetDist
GestureMultiAngle,9,769,1,1,4,S_W,NaN,1,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,270,270,284,NaN,NaN,NaN,2.701,2.965,1,NaN,NaN,NaN,NaN,NaN,NaN,326
GestureMultiAngle,9,770,1,2,1,N_E,NaN,1,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,90,90,173,NaN,NaN,NaN,0.925,1.166,1,NaN,NaN,NaN,NaN,NaN,NaN,353
GestureMultiAngle,9,771,1,3,3,NE_SE,NaN,1,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,45,51,268,NaN,NaN,NaN,0.804,1.043,1,NaN,NaN,NaN,NaN,NaN,NaN,993
GestureMultiAngle,9,772,1,4,3,N_E,NaN,1,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,90,90,226,NaN,NaN,NaN,0.681,0.923,1,NaN,NaN,NaN,NaN,NaN,NaN,684
GestureMultiAngle,9,773,1,5,3,N_E,NaN,2,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,90,88,318,360,348,NaN,1.59,2.01,2,NaN,NaN,NaN,NaN,NaN,NaN,662
GestureMultiAngle,9,774,1,6,2,NE_SE,NaN,2,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,45,48,255,315,312,NaN,0.974,1.433,1,NaN,NaN,NaN,NaN,NaN,NaN,442
GestureMultiAngle,9,775,1,7,4,N_E,NaN,1,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,90,90,290,NaN,NaN,NaN,0.748,0.984,1,NaN,NaN,NaN,NaN,NaN,NaN,648
GestureMultiAngle,9,776,1,8,1,S_W,NaN,1,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,270,270,149,NaN,NaN,NaN,1.084,1.351,1,NaN,NaN,NaN,NaN,NaN,NaN,908
GestureMultiAngle,9,777,1,9,3,NE_SE,NaN,2,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,45,55,244,315,307,NaN,2.342,2.803,2,NaN,NaN,NaN,NaN,NaN,NaN,898
GestureMultiAngle,9,778,1,10,2,NE_SE,NaN,1,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,45,46,322,NaN,NaN,NaN,1.084,1.291,1,NaN,NaN,NaN,NaN,NaN,NaN,658
