DesignName, ParticipantID, TrialID, Block1, Block2, Size, Dir, NbModi, NbAngle, Repeat, letter1, modifiers1, execTimeCMD1, execTimeAlt1, execTimeShift1, execTimeKey1, letter2, modifiers2, execTimeCMD2, execTimeAlt2, execTimeShift2, execTimeKey2, letter3, modifiers3, execTimeCMD3, execTimeAlt3, execTimeShift3, execTimeKey3, angle1, userAngle1, drawDist1, angle2, userAngle2, drawDist2, mouseClick1, totalExecTime1, nbOfAttempts1, mouseClick2, totalExecTime2, nbOfAttempts2, mouseClick3, totalExecTime3, nbOfAttempts3, targetDist, keyboardLayout, mouseType
GestureMultiRepeat,17,2049,1,1,4,NE_SE,-1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,45,49,347,-1,-1,-1,0.876,1.177,1,-1,-1,-1,-1,-1,-1,563,QWERTY,touchpad
GestureMultiRepeat,17,2050,1,2,1,N_E,-1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,90,90,218,-1,-1,-1,1.006,1.307,1,-1,-1,-1,-1,-1,-1,781,QWERTY,touchpad
GestureMultiRepeat,17,2051,1,3,3,SW_NW,-1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,225,230,187,-1,-1,-1,0.745,1.031,1,-1,-1,-1,-1,-1,-1,520,QWERTY,touchpad
GestureMultiRepeat,17,2052,1,4,3,N_E,-1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,90,90,196,-1,-1,-1,0.658,1.082,1,-1,-1,-1,-1,-1,-1,677,QWERTY,touchpad
GestureMultiRepeat,17,2053,1,5,3,N_E,-1,1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,90,90,271,360,362,181,0.533,2.774,2,-1,0.815,1,-1,-1,-1,513,QWERTY,touchpad
GestureMultiRepeat,17,2054,1,6,1,S_W,-1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,270,272,153,-1,-1,-1,1.073,1.424,1,-1,-1,-1,-1,-1,-1,493,QWERTY,touchpad
GestureMultiRepeat,17,2055,1,7,3,S_W,-1,1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,270,270,205,180,180,197,0.586,1.214,1,-1,0.848,1,-1,-1,-1,335,QWERTY,touchpad
GestureMultiRepeat,17,2056,1,8,2,S_W,-1,1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,270,270,217,180,180,185,0.584,1.439,1,-1,0.849,1,-1,-1,-1,368,QWERTY,touchpad
GestureMultiRepeat,17,2057,1,9,4,S_W,-1,1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,270,271,254,180,180,209,0.483,1.173,1,-1,0.799,1,-1,-1,-1,413,QWERTY,touchpad
GestureMultiRepeat,17,2058,1,10,2,SW_NW,-1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,225,221,215,-1,-1,-1,1.33,1.68,1,-1,-1,-1,-1,-1,-1,345,QWERTY,touchpad
GestureMultiRepeat,17,2049,1,1,4,NE_SE,-1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,45,44,320,-1,-1,-1,19.466,20.05,1,-1,-1,-1,-1,-1,-1,1185,QWERTY,touchpad
GestureMultiRepeat,17,2050,1,2,1,N_E,-1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,90,90,71,-1,-1,-1,1.265,1.528,1,-1,-1,-1,-1,-1,-1,1121,QWERTY,touchpad
GestureMultiRepeat,17,2051,1,3,3,SW_NW,-1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,225,225,246,-1,-1,-1,1.015,1.514,1,-1,-1,-1,-1,-1,-1,587,QWERTY,touchpad
GestureMultiRepeat,17,2052,1,4,3,N_E,-1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,90,89,176,-1,-1,-1,1.008,1.678,1,-1,-1,-1,-1,-1,-1,1042,QWERTY,touchpad
GestureMultiRepeat,17,2053,1,5,3,N_E,-1,1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,90,90,175,360,360,250,0.524,2.052,1,-1,0.988,1,-1,-1,-1,1132,QWERTY,touchpad
