DesignName, ParticipantID, TrialID, Block1, Block2, Size, Dir, NbModi, NbAngle, Repeat, letter1, modifiers1, execTimeCMD1, execTimeAlt1, execTimeShift1, execTimeKey1, letter2, modifiers2, execTimeCMD2, execTimeAlt2, execTimeShift2, execTimeKey2, letter3, modifiers3, execTimeCMD3, execTimeAlt3, execTimeShift3, execTimeKey3, angle1, userAngle1, drawDist1, angle2, userAngle2, drawDist2, mouseClick1, totalExecTime1, nbOfAttempts1, mouseClick2, totalExecTime2, nbOfAttempts2, mouseClick3, totalExecTime3, nbOfAttempts3, targetDist
KeyMultiRepeat,54,3817,1,1,4,NaN,1,NaN,3,A,CMD,8.793,NaN,NaN,9.262,Y,CMD,1.756,NaN,NaN,1.756,B,CMD,0.819,NaN,NaN,0.82,NaN,NaN,NaN,NaN,NaN,NaN,7.865,9.262,2,NaN,1.756,0,NaN,0.82,0,697
KeyMultiRepeat,54,3818,1,2,1,NaN,1,NaN,2,B,CMD,2.223,NaN,NaN,2.811,A,CMD,0.65,NaN,NaN,0.65,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.856,2.811,1,NaN,0.65,0,NaN,NaN,NaN,590
KeyMultiRepeat,54,3819,1,3,1,NaN,1,NaN,3,I,CMD,1.956,NaN,NaN,2.563,K,CMD,1.017,NaN,NaN,1.017,K,CMD,0.332,NaN,NaN,0.332,NaN,NaN,NaN,NaN,NaN,NaN,1.692,2.563,1,NaN,1.017,0,NaN,0.332,0,734
KeyMultiRepeat,54,3820,1,4,3,NaN,1,NaN,1,Y,CMD,1.762,NaN,NaN,2.39,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.28,2.39,1,NaN,NaN,NaN,NaN,NaN,NaN,690
KeyMultiRepeat,54,3821,1,5,3,NaN,1,NaN,3,B,CMD,1.495,NaN,NaN,2.242,B,CMD,0.144,NaN,NaN,0.144,Y,CMD,0.904,NaN,NaN,0.904,NaN,NaN,NaN,NaN,NaN,NaN,1.043,2.242,1,NaN,0.144,0,NaN,0.904,0,873
KeyMultiRepeat,54,3822,1,6,2,NaN,1,NaN,2,Y,CMD,1.745,NaN,NaN,2.551,Y,CMD,0.22,NaN,NaN,0.22,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.41,2.551,1,NaN,0.22,0,NaN,NaN,NaN,315
KeyMultiRepeat,54,3823,1,7,4,NaN,1,NaN,2,A,CMD,1.666,NaN,NaN,2.372,Y,CMD,0.369,NaN,NaN,0.369,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.106,2.372,1,NaN,0.369,0,NaN,NaN,NaN,842
KeyMultiRepeat,54,3824,1,8,2,NaN,1,NaN,3,Y,CMD,2.105,NaN,NaN,2.792,K,CMD,1.353,NaN,NaN,1.353,I,CMD,0.284,NaN,NaN,0.284,NaN,NaN,NaN,NaN,NaN,NaN,1.192,2.792,1,NaN,1.353,0,NaN,0.284,0,649
KeyMultiRepeat,54,3825,1,9,1,NaN,1,NaN,1,X,CMD,4.285,NaN,NaN,5.455,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3.738,5.455,1,NaN,NaN,NaN,NaN,NaN,NaN,754
KeyMultiRepeat,54,3826,1,10,2,NaN,1,NaN,1,X,CMD,1.92,NaN,NaN,2.861,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.56,2.861,1,NaN,NaN,NaN,NaN,NaN,NaN,362
KeyMultiRepeat,54,3827,1,11,3,NaN,1,NaN,2,Y,CMD,1.724,NaN,NaN,3.895,X,CMD,1.758,NaN,NaN,2.262,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.172,3.895,1,NaN,2.262,1,NaN,NaN,NaN,671
KeyMultiRepeat,54,3828,1,12,4,NaN,1,NaN,1,A,CMD,1.86,NaN,NaN,2.041,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.554,2.041,1,NaN,NaN,NaN,NaN,NaN,NaN,440
KeyMultiRepeat,54,3829,2,1,4,NaN,1,NaN,3,A,CMD,1.291,NaN,NaN,1.622,X,CMD,1.384,NaN,NaN,1.384,K,CMD,0.583,NaN,NaN,0.583,NaN,NaN,NaN,NaN,NaN,NaN,1.123,1.622,1,NaN,1.384,0,NaN,0.583,0,691
KeyMultiRepeat,54,3830,2,2,1,NaN,1,NaN,2,K,CMD,1.959,NaN,NaN,2.684,X,CMD,0.844,NaN,NaN,0.844,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.407,2.684,1,NaN,0.844,0,NaN,NaN,NaN,825
KeyMultiRepeat,54,3831,2,3,1,NaN,1,NaN,3,K,CMD,5.123,NaN,NaN,6.566,X,CMD,0.627,NaN,NaN,0.627,A,CMD,0.804,NaN,NaN,0.804,NaN,NaN,NaN,NaN,NaN,NaN,4.277,6.566,1,NaN,0.627,0,NaN,0.804,0,1095
KeyMultiRepeat,54,3832,2,4,3,NaN,1,NaN,1,B,CMD,1.517,NaN,NaN,1.785,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.067,1.785,1,NaN,NaN,NaN,NaN,NaN,NaN,611
KeyMultiRepeat,54,3833,2,5,3,NaN,1,NaN,3,Y,CMD,2.517,NaN,NaN,2.517,X,CMD,1.118,NaN,NaN,1.118,B,CMD,0.395,NaN,NaN,0.395,NaN,NaN,NaN,NaN,NaN,NaN,1.356,2.517,1,NaN,1.118,0,NaN,0.395,0,247
KeyMultiRepeat,54,3834,2,6,2,NaN,1,NaN,2,B,CMD,1.501,NaN,NaN,1.792,B,CMD,0.147,NaN,NaN,0.147,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.128,1.792,1,NaN,0.147,0,NaN,NaN,NaN,839
KeyMultiRepeat,54,3835,2,7,4,NaN,1,NaN,2,Y,CMD,1.559,NaN,NaN,2.175,Y,CMD,0.133,NaN,NaN,0.133,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.188,2.175,1,NaN,0.133,0,NaN,NaN,NaN,215
KeyMultiRepeat,54,3836,2,8,2,NaN,1,NaN,3,X,CMD,1.739,NaN,NaN,2.507,I,CMD,1.521,NaN,NaN,1.521,I,CMD,0.143,NaN,NaN,0.143,NaN,NaN,NaN,NaN,NaN,NaN,1.309,2.507,1,NaN,1.521,0,NaN,0.143,0,434
