DesignName, ParticipantID, TrialID, Block1, Block2, Size, Dir, NbModi, NbAngle, Repeat, letter1, modifiers1, execTimeCMD1, execTimeAlt1, execTimeShift1, execTimeKey1, letter2, modifiers2, execTimeCMD2, execTimeAlt2, execTimeShift2, execTimeKey2, letter3, modifiers3, execTimeCMD3, execTimeAlt3, execTimeShift3, execTimeKey3, angle1, userAngle1, drawDist1, angle2, userAngle2, drawDist2, mouseClick1, totalExecTime1, nbOfAttempts1, mouseClick2, totalExecTime2, nbOfAttempts2, mouseClick3, totalExecTime3, nbOfAttempts3, targetDist
GestureMultiRepeat,42,2953,1,1,4,NaN,NaN,1,3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,270,272,375,180,180,208,5.106,5.502,4,0.531,0.958,1,0.503,0.842,1,438
GestureMultiRepeat,42,2954,1,2,1,NaN,NaN,1,2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,360,357,256,180,177,141,2.174,2.514,1,0.758,1.02,1,NaN,NaN,NaN,598
GestureMultiRepeat,42,2955,1,3,1,NaN,NaN,1,3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,180,181,158,360,360,322,1.492,1.756,1,0.746,1.111,1,1.005,1.576,1,541
GestureMultiRepeat,42,2956,1,4,3,NaN,NaN,1,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,180,180,318,NaN,NaN,NaN,1.446,1.742,1,NaN,NaN,NaN,NaN,NaN,NaN,395
GestureMultiRepeat,42,2957,1,5,3,NaN,NaN,1,3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,180,182,413,360,362,251,1.296,1.542,1,0.553,0.815,1,0.493,0.8,1,1259
GestureMultiRepeat,42,2958,1,6,2,NaN,NaN,1,2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,270,278,239,360,358,279,1.252,1.554,1,0.493,0.753,1,NaN,NaN,NaN,351
GestureMultiRepeat,42,2959,1,7,4,NaN,NaN,1,2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,360,362,360,90,96,310,1.096,1.349,1,0.492,0.794,1,NaN,NaN,NaN,847
GestureMultiRepeat,42,2960,1,8,2,NaN,NaN,1,3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,360,354,217,90,94,277,1.419,1.671,1,0.521,0.854,1,0.785,1.103,1,533
GestureMultiRepeat,42,2961,1,9,1,NaN,NaN,1,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,90,100,347,NaN,NaN,NaN,1.5,1.748,1,NaN,NaN,NaN,NaN,NaN,NaN,1468
GestureMultiRepeat,42,2962,1,10,2,NaN,NaN,1,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,135,129,391,NaN,NaN,NaN,1.273,1.552,1,NaN,NaN,NaN,NaN,NaN,NaN,1361
GestureMultiRepeat,42,2963,1,11,3,NaN,NaN,1,2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,315,300,370,135,130,478,1.061,1.34,1,0.548,0.855,1,NaN,NaN,NaN,851
GestureMultiRepeat,42,2964,1,12,4,NaN,NaN,1,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,90,94,582,NaN,NaN,NaN,1.551,1.856,1,NaN,NaN,NaN,NaN,NaN,NaN,743
GestureMultiRepeat,42,2965,2,1,4,NaN,NaN,1,3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,180,174,433,315,300,403,1.188,1.479,1,0.83,1.167,1,0.8,1.087,1,1151
GestureMultiRepeat,42,2966,2,2,1,NaN,NaN,1,2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,135,123,300,315,305,238,1.546,1.732,1,0.88,1.173,1,NaN,NaN,NaN,1369
GestureMultiRepeat,42,2967,2,3,1,NaN,NaN,1,3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,315,306,197,180,183,251,1.466,1.731,1,0.694,0.997,1,1.182,1.444,1,648
GestureMultiRepeat,42,2968,2,4,3,NaN,NaN,1,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,135,131,348,NaN,NaN,NaN,1.34,1.603,1,NaN,NaN,NaN,NaN,NaN,NaN,1152
GestureMultiRepeat,42,2969,2,5,3,NaN,NaN,1,3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,180,181,195,315,296,255,5.579,5.871,4,0.533,0.988,1,0.521,0.912,1,1282
GestureMultiRepeat,42,2970,2,6,2,NaN,NaN,1,2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,180,171,292,135,121,568,1.073,1.322,1,0.796,1.175,1,NaN,NaN,NaN,572
GestureMultiRepeat,42,2971,2,7,4,NaN,NaN,1,2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,270,270,167,180,178,363,1.182,1.456,1,0.449,0.714,1,NaN,NaN,NaN,423
GestureMultiRepeat,42,2972,2,8,2,NaN,NaN,1,3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,180,183,163,135,128,292,1.311,1.569,1,0.571,0.938,1,0.925,1.263,1,341
