DesignName, ParticipantID, TrialID, Block1, Block2, Size, Dir, NbModi, NbAngle, Repeat, letter1, modifiers1, execTimeCMD1, execTimeAlt1, execTimeShift1, execTimeKey1, letter2, modifiers2, execTimeCMD2, execTimeAlt2, execTimeShift2, execTimeKey2, letter3, modifiers3, execTimeCMD3, execTimeAlt3, execTimeShift3, execTimeKey3, angle1, userAngle1, drawDist1, angle2, userAngle2, drawDist2, mouseClick1, totalExecTime1, nbOfAttempts1, mouseClick2, totalExecTime2, nbOfAttempts2, mouseClick3, totalExecTime3, nbOfAttempts3, targetDist
GestureMultiRepeat,62,4393,1,1,3,NaN,NaN,1,2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,360,360,217,45,65,268,2.097,2.397,1,0.429,0.687,1,NaN,NaN,NaN,708
GestureMultiRepeat,62,4394,1,2,4,NaN,NaN,1,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,180,180,214,NaN,NaN,NaN,0.78,1.03,1,NaN,NaN,NaN,NaN,NaN,NaN,778
GestureMultiRepeat,62,4395,1,3,4,NaN,NaN,1,2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,360,360,159,225,203,188,0.8,1.079,1,0.345,0.601,1,NaN,NaN,NaN,678
GestureMultiRepeat,62,4396,1,4,1,NaN,NaN,1,3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,225,234,74,180,180,139,1.224,1.498,1,0.641,0.865,1,0.51,0.742,1,1028
GestureMultiRepeat,62,4397,1,5,2,NaN,NaN,1,2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,360,364,133,315,306,113,1.007,1.289,1,0.385,0.607,1,NaN,NaN,NaN,737
GestureMultiRepeat,62,4398,1,6,1,NaN,NaN,1,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,135,133,243,NaN,NaN,NaN,1.115,1.331,1,NaN,NaN,NaN,NaN,NaN,NaN,1002
GestureMultiRepeat,62,4399,1,7,3,NaN,NaN,1,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,45,35,231,NaN,NaN,NaN,0.763,1.014,1,NaN,NaN,NaN,NaN,NaN,NaN,396
GestureMultiRepeat,62,4400,1,8,1,NaN,NaN,1,2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,315,298,71,45,42,140,0.844,1.084,1,0.417,0.674,1,NaN,NaN,NaN,704
GestureMultiRepeat,62,4401,1,9,3,NaN,NaN,1,3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,135,136,222,180,180,221,1.543,1.847,2,0.644,0.917,1,0.458,0.733,1,841
GestureMultiRepeat,62,4402,1,10,4,NaN,NaN,1,3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,315,302,213,180,180,279,0.885,1.137,1,0.765,1.047,1,0.477,0.736,1,524
