DesignName, ParticipantID, TrialID, Block1, Block2, Size, Dir, NbModi, NbAngle, Repeat, letter1, modifiers1, execTimeCMD1, execTimeAlt1, execTimeShift1, execTimeKey1, letter2, modifiers2, execTimeCMD2, execTimeAlt2, execTimeShift2, execTimeKey2, letter3, modifiers3, execTimeCMD3, execTimeAlt3, execTimeShift3, execTimeKey3, angle1, userAngle1, drawDist1, angle2, userAngle2, drawDist2, mouseClick1, totalExecTime1, nbOfAttempts1, mouseClick2, totalExecTime2, nbOfAttempts2, mouseClick3, totalExecTime3, nbOfAttempts3, targetDist, keyboardLayout, mouseType
GestureMultiRepeat,1,33,2,1,4,N_E,-1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,90,90,213,-1,-1,-1,0.962,1.197,1,-1,-1,-1,-1,-1,-1,177,QWERTY,touchpad
GestureMultiRepeat,1,34,2,2,1,NE_SE,-1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,45,45,127,-1,-1,-1,0.764,1.048,1,-1,-1,-1,-1,-1,-1,846,QWERTY,touchpad
GestureMultiRepeat,1,35,2,3,3,S_W,-1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,270,270,240,-1,-1,-1,0.965,1.183,1,-1,-1,-1,-1,-1,-1,459,QWERTY,touchpad
GestureMultiRepeat,1,36,2,4,3,NE_SE,-1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,45,45,257,-1,-1,-1,0.914,1.181,1,-1,-1,-1,-1,-1,-1,473,QWERTY,touchpad
GestureMultiRepeat,1,37,2,5,3,NE_SE,-1,1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,45,53,250,315,321,188,0.98,1.198,1,0.532,0.8,1,-1,-1,-1,510,QWERTY,touchpad
GestureMultiRepeat,1,38,2,6,1,SW_NW,-1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,225,225,242,-1,-1,-1,1.115,1.366,1,-1,-1,-1,-1,-1,-1,275,QWERTY,touchpad
GestureMultiRepeat,1,39,2,7,3,SW_NW,-1,1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,225,233,236,135,143,183,0.89,1.124,1,0.515,0.801,1,-1,-1,-1,278,QWERTY,touchpad
GestureMultiRepeat,1,40,2,8,2,SW_NW,-1,1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,225,231,193,135,140,193,0.948,1.183,1,0.648,0.916,1,-1,-1,-1,782,QWERTY,touchpad
GestureMultiRepeat,1,41,2,9,4,SW_NW,-1,1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,225,204,196,135,141,145,2.397,2.683,3,0.496,0.764,1,-1,-1,-1,1268,QWERTY,touchpad
GestureMultiRepeat,1,42,2,10,2,S_W,-1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,270,270,201,-1,-1,-1,0.695,0.964,1,-1,-1,-1,-1,-1,-1,1113,QWERTY,touchpad
GestureMultiRepeat,1,43,2,11,2,NE_SE,-1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,45,41,148,-1,-1,-1,0.831,1.1,1,-1,-1,-1,-1,-1,-1,461,QWERTY,touchpad
GestureMultiRepeat,1,44,2,12,3,N_E,-1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,90,90,255,-1,-1,-1,0.631,0.916,1,-1,-1,-1,-1,-1,-1,696,QWERTY,touchpad
GestureMultiRepeat,1,45,2,13,1,S_W,-1,1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,270,270,99,180,180,82,0.917,1.17,1,0.496,0.747,1,-1,-1,-1,894,QWERTY,touchpad
GestureMultiRepeat,1,46,2,14,4,NE_SE,-1,1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,45,45,265,315,304,145,0.789,1.022,1,0.402,0.635,1,-1,-1,-1,945,QWERTY,touchpad
GestureMultiRepeat,1,47,2,15,1,N_E,-1,1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,90,90,193,360,361,158,1.083,1.365,1,0.498,0.767,1,-1,-1,-1,337,QWERTY,touchpad
GestureMultiRepeat,1,48,2,16,2,N_E,-1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,90,90,176,-1,-1,-1,1.031,1.313,1,-1,-1,-1,-1,-1,-1,1246,QWERTY,touchpad
GestureMultiRepeat,1,49,2,17,1,S_W,-1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,270,270,131,-1,-1,-1,0.99,1.292,1,-1,-1,-1,-1,-1,-1,1411,QWERTY,touchpad
GestureMultiRepeat,1,50,2,18,4,S_W,-1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,270,270,218,-1,-1,-1,0.863,1.114,1,-1,-1,-1,-1,-1,-1,428,QWERTY,touchpad
GestureMultiRepeat,1,51,2,19,4,S_W,-1,1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,270,270,164,180,181,165,0.607,0.858,1,0.331,0.585,1,-1,-1,-1,620,QWERTY,touchpad
GestureMultiRepeat,1,52,2,20,2,N_E,-1,1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,90,90,163,360,359,130,0.797,1.1,1,0.432,0.699,1,-1,-1,-1,630,QWERTY,touchpad
GestureMultiRepeat,1,53,2,21,1,NE_SE,-1,1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,45,52,126,315,332,95,1.063,1.365,1,0.651,0.934,1,-1,-1,-1,704,QWERTY,touchpad
GestureMultiRepeat,1,54,2,22,2,NE_SE,-1,1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,45,55,193,315,302,129,0.999,1.265,1,0.499,0.751,1,-1,-1,-1,774,QWERTY,touchpad
GestureMultiRepeat,1,55,2,23,3,N_E,-1,1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,90,90,214,360,360,181,1.015,1.247,1,0.458,0.733,1,-1,-1,-1,1354,QWERTY,touchpad
GestureMultiRepeat,1,56,2,24,4,N_E,-1,1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,90,90,229,360,362,266,0.783,1.05,1,0.415,0.68,1,-1,-1,-1,533,QWERTY,touchpad
GestureMultiRepeat,1,57,2,25,2,SW_NW,-1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,225,214,206,-1,-1,-1,0.98,1.266,1,-1,-1,-1,-1,-1,-1,482,QWERTY,touchpad
GestureMultiRepeat,1,58,2,26,4,SW_NW,-1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,225,208,174,-1,-1,-1,0.897,1.181,1,-1,-1,-1,-1,-1,-1,539,QWERTY,touchpad
GestureMultiRepeat,1,59,2,27,2,S_W,-1,1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,270,270,185,180,180,167,0.856,1.171,1,0.602,0.884,1,-1,-1,-1,1025,QWERTY,touchpad
GestureMultiRepeat,1,60,2,28,1,N_E,-1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,90,90,175,-1,-1,-1,1.072,1.355,1,-1,-1,-1,-1,-1,-1,525,QWERTY,touchpad
GestureMultiRepeat,1,61,2,29,4,NE_SE,-1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,45,40,190,-1,-1,-1,0.747,1.018,1,-1,-1,-1,-1,-1,-1,559,QWERTY,touchpad
GestureMultiRepeat,1,62,2,30,1,SW_NW,-1,1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,225,224,165,135,139,114,1.244,1.52,1,0.714,0.985,1,-1,-1,-1,179,QWERTY,touchpad
GestureMultiRepeat,1,63,2,31,3,SW_NW,-1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,225,218,246,-1,-1,-1,0.849,1.147,1,-1,-1,-1,-1,-1,-1,565,QWERTY,touchpad
GestureMultiRepeat,1,64,2,32,3,S_W,-1,1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,270,270,150,180,180,204,1.021,1.307,1,0.565,0.849,1,-1,-1,-1,717,QWERTY,touchpad
GestureMultiRepeat,1,65,3,1,4,N_E,-1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,90,92,204,-1,-1,-1,0.666,1.049,1,-1,-1,-1,-1,-1,-1,879,QWERTY,touchpad
GestureMultiRepeat,1,66,3,2,1,NE_SE,-1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,45,39,202,-1,-1,-1,3.848,4.233,2,-1,-1,-1,-1,-1,-1,1245,QWERTY,touchpad
GestureMultiRepeat,1,67,3,3,3,S_W,-1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,270,269,307,-1,-1,-1,1.174,1.491,1,-1,-1,-1,-1,-1,-1,342,QWERTY,touchpad
GestureMultiRepeat,1,68,3,4,3,NE_SE,-1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,45,33,344,-1,-1,-1,0.996,1.332,1,-1,-1,-1,-1,-1,-1,311,QWERTY,touchpad
GestureMultiRepeat,1,69,3,5,3,NE_SE,-1,1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,45,48,233,315,328,210,0.775,1.143,1,0.434,0.8,1,-1,-1,-1,614,QWERTY,touchpad
GestureMultiRepeat,1,70,3,6,1,SW_NW,-1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,225,218,195,-1,-1,-1,0.914,1.281,1,-1,-1,-1,-1,-1,-1,770,QWERTY,touchpad
GestureMultiRepeat,1,71,3,7,3,SW_NW,-1,1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,225,223,243,135,136,116,0.838,1.106,1,0.499,0.766,1,-1,-1,-1,630,QWERTY,touchpad
GestureMultiRepeat,1,72,3,8,2,SW_NW,-1,1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,225,215,218,135,149,209,1.43,1.748,1,0.899,1.266,1,-1,-1,-1,1164,QWERTY,touchpad
GestureMultiRepeat,1,73,3,9,4,SW_NW,-1,1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,225,222,162,135,149,151,0.882,1.133,1,0.383,0.664,1,-1,-1,-1,1059,QWERTY,touchpad
GestureMultiRepeat,1,74,3,10,2,S_W,-1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,270,270,172,-1,-1,-1,0.704,0.988,1,-1,-1,-1,-1,-1,-1,887,QWERTY,touchpad
GestureMultiRepeat,1,75,3,11,2,NE_SE,-1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,45,35,225,-1,-1,-1,0.83,1.1,1,-1,-1,-1,-1,-1,-1,1072,QWERTY,touchpad
GestureMultiRepeat,1,76,3,12,3,N_E,-1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,90,90,228,-1,-1,-1,1.063,1.365,1,-1,-1,-1,-1,-1,-1,493,QWERTY,touchpad
GestureMultiRepeat,1,77,3,13,1,S_W,-1,1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,270,270,204,180,178,102,0.849,1.13,1,1.01,1.3,1,-1,-1,-1,389,QWERTY,touchpad
GestureMultiRepeat,1,78,3,14,4,NE_SE,-1,1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,45,38,376,315,315,192,1.023,1.33,1,0.5,0.769,1,-1,-1,-1,967,QWERTY,touchpad
GestureMultiRepeat,1,79,3,15,1,N_E,-1,1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,90,90,214,360,362,145,1.191,1.516,1,0.582,0.865,1,-1,-1,-1,671,QWERTY,touchpad
GestureMultiRepeat,1,80,3,16,2,N_E,-1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,90,90,166,-1,-1,-1,1.116,1.381,1,-1,-1,-1,-1,-1,-1,1119,QWERTY,touchpad
GestureMultiRepeat,1,81,3,17,1,S_W,-1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,270,270,154,-1,-1,-1,1.51,1.842,1,-1,-1,-1,-1,-1,-1,1428,QWERTY,touchpad
GestureMultiRepeat,1,82,3,18,4,S_W,-1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,270,270,222,-1,-1,-1,0.749,1.099,1,-1,-1,-1,-1,-1,-1,818,QWERTY,touchpad
GestureMultiRepeat,1,83,3,19,4,S_W,-1,1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,270,270,435,180,178,315,0.729,1.048,1,0.683,1.051,1,-1,-1,-1,478,QWERTY,touchpad
GestureMultiRepeat,1,84,3,20,2,N_E,-1,1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,90,90,191,360,366,203,0.831,1.133,1,0.432,0.716,1,-1,-1,-1,707,QWERTY,touchpad
GestureMultiRepeat,1,85,3,21,1,NE_SE,-1,1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,45,46,158,315,319,98,1.04,1.323,1,0.666,0.966,1,-1,-1,-1,1105,QWERTY,touchpad
GestureMultiRepeat,1,86,3,22,2,NE_SE,-1,1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,45,47,177,315,324,123,0.94,1.207,1,0.634,0.917,1,-1,-1,-1,418,QWERTY,touchpad
GestureMultiRepeat,1,87,3,23,3,N_E,-1,1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,90,90,231,360,366,176,0.848,1.099,1,0.451,0.733,1,-1,-1,-1,1188,QWERTY,touchpad
GestureMultiRepeat,1,88,3,24,4,N_E,-1,1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,90,90,178,360,360,200,0.781,1.064,1,0.384,0.667,1,-1,-1,-1,611,QWERTY,touchpad
GestureMultiRepeat,1,89,3,25,2,SW_NW,-1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,225,221,208,-1,-1,-1,0.824,1.106,1,-1,-1,-1,-1,-1,-1,902,QWERTY,touchpad
GestureMultiRepeat,1,90,3,26,4,SW_NW,-1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,225,210,229,-1,-1,-1,0.515,0.79,1,-1,-1,-1,-1,-1,-1,699,QWERTY,touchpad
GestureMultiRepeat,1,91,3,27,2,S_W,-1,1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,270,270,201,180,180,127,0.823,1.074,1,0.432,0.699,1,-1,-1,-1,729,QWERTY,touchpad
GestureMultiRepeat,1,92,3,28,1,N_E,-1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,90,90,116,-1,-1,-1,0.898,1.199,1,-1,-1,-1,-1,-1,-1,870,QWERTY,touchpad
GestureMultiRepeat,1,93,3,29,4,NE_SE,-1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,45,41,203,-1,-1,-1,0.729,0.964,1,-1,-1,-1,-1,-1,-1,970,QWERTY,touchpad
GestureMultiRepeat,1,94,3,30,1,SW_NW,-1,1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,225,228,167,135,137,71,0.714,0.965,1,0.599,0.867,1,-1,-1,-1,854,QWERTY,touchpad
