DesignName, ParticipantID, TrialID, Block1, Block2, Size, Dir, NbModi, NbAngle, Repeat, letter1, modifiers1, execTimeCMD1, execTimeAlt1, execTimeShift1, execTimeKey1, letter2, modifiers2, execTimeCMD2, execTimeAlt2, execTimeShift2, execTimeKey2, letter3, modifiers3, execTimeCMD3, execTimeAlt3, execTimeShift3, execTimeKey3, angle1, userAngle1, drawDist1, angle2, userAngle2, drawDist2, mouseClick1, totalExecTime1, nbOfAttempts1, mouseClick2, totalExecTime2, nbOfAttempts2, mouseClick3, totalExecTime3, nbOfAttempts3, targetDist
KeyMultiModi,24,2209,1,1,2,NaN,3,NaN,1,X,Ctrl + Alt + Shift,35.583,35.583,35.583,35.583,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,35.575,35.583,1,NaN,NaN,NaN,NaN,NaN,NaN,1665
KeyMultiModi,24,2210,1,2,4,NaN,3,NaN,1,X,Ctrl + Alt + Shift,11.478,11.478,11.478,11.478,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,11.475,11.478,1,NaN,NaN,NaN,NaN,NaN,NaN,667
KeyMultiModi,24,2211,1,3,4,NaN,0,NaN,1,A,,NaN,NaN,NaN,4.169,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.953,4.169,2,NaN,NaN,NaN,NaN,NaN,NaN,535
KeyMultiModi,24,2212,1,4,2,NaN,1,NaN,1,B,Ctrl,2.463,NaN,NaN,3.531,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.03,3.531,1,NaN,NaN,NaN,NaN,NaN,NaN,1515
KeyMultiModi,24,2213,1,5,3,NaN,2,NaN,1,K,Ctrl + Shift,2.917,NaN,4.078,6.093,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.846,6.093,1,NaN,NaN,NaN,NaN,NaN,NaN,1436
KeyMultiModi,24,2214,1,6,3,NaN,0,NaN,1,I,,NaN,NaN,NaN,2.191,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.798,2.191,1,NaN,NaN,NaN,NaN,NaN,NaN,1110
KeyMultiModi,24,2215,1,7,1,NaN,3,NaN,1,X,Ctrl + Alt + Shift,2.82,3.694,4.163,5.229,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.514,5.229,1,NaN,NaN,NaN,NaN,NaN,NaN,1513
KeyMultiModi,24,2216,1,8,4,NaN,1,NaN,1,B,Ctrl,1.513,NaN,NaN,2.276,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.077,2.276,1,NaN,NaN,NaN,NaN,NaN,NaN,2053
KeyMultiModi,24,2217,1,9,1,NaN,1,NaN,1,B,Ctrl,2.198,NaN,NaN,2.399,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.133,2.399,1,NaN,NaN,NaN,NaN,NaN,NaN,1442
KeyMultiModi,24,2218,1,10,2,NaN,0,NaN,1,A,,NaN,NaN,NaN,1.376,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.793,1.376,1,NaN,NaN,NaN,NaN,NaN,NaN,923
KeyMultiModi,24,2219,1,11,3,NaN,1,NaN,1,B,Ctrl,1.276,NaN,NaN,1.762,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.887,1.762,1,NaN,NaN,NaN,NaN,NaN,NaN,1109
KeyMultiModi,24,2220,1,12,4,NaN,2,NaN,1,K,Ctrl + Shift,1.158,NaN,2.142,2.914,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.946,2.914,1,NaN,NaN,NaN,NaN,NaN,NaN,713
KeyMultiModi,24,2221,1,13,1,NaN,0,NaN,1,I,,NaN,NaN,NaN,2.023,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.1,2.023,1,NaN,NaN,NaN,NaN,NaN,NaN,1585
KeyMultiModi,24,2222,1,14,3,NaN,3,NaN,1,X,Ctrl + Alt + Shift,1.517,1.706,1.853,2.882,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.899,2.882,2,NaN,NaN,NaN,NaN,NaN,NaN,1267
