DesignName, ParticipantID, TrialID, Block1, Block2, Size, Dir, NbModi, NbAngle, Repeat, letter1, modifiers1, execTimeCMD1, execTimeAlt1, execTimeShift1, execTimeKey1, letter2, modifiers2, execTimeCMD2, execTimeAlt2, execTimeShift2, execTimeKey2, letter3, modifiers3, execTimeCMD3, execTimeAlt3, execTimeShift3, execTimeKey3, angle1, userAngle1, drawDist1, angle2, userAngle2, drawDist2, mouseClick1, totalExecTime1, nbOfAttempts1, mouseClick2, totalExecTime2, nbOfAttempts2, mouseClick3, totalExecTime3, nbOfAttempts3, targetDist
GestureMultiRepeat,11,961,1,1,1,NE_SE,NaN,1,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,45,36,167,NaN,NaN,NaN,1.368,1.874,1,NaN,NaN,NaN,NaN,NaN,NaN,296
GestureMultiRepeat,11,962,1,2,2,N_E,NaN,1,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,90,100,223,NaN,NaN,NaN,1.11,1.448,1,NaN,NaN,NaN,NaN,NaN,NaN,709
GestureMultiRepeat,11,963,1,3,4,NE_SE,NaN,1,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,45,54,227,NaN,NaN,NaN,1.038,1.526,1,NaN,NaN,NaN,NaN,NaN,NaN,555
GestureMultiRepeat,11,964,1,4,4,N_E,NaN,1,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,90,96,237,NaN,NaN,NaN,1.05,1.589,1,NaN,NaN,NaN,NaN,NaN,NaN,864
GestureMultiRepeat,11,965,1,5,4,N_E,NaN,1,2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,90,84,216,360,357,297,5.499,5.904,3,0.495,0.813,1,NaN,NaN,NaN,251
GestureMultiRepeat,11,966,1,6,3,NE_SE,NaN,1,2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,45,59,307,315,297,152,0.934,1.218,1,0.644,0.906,1,NaN,NaN,NaN,412
GestureMultiRepeat,11,967,1,7,1,S_W,NaN,1,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,270,256,114,NaN,NaN,NaN,1.161,1.453,1,NaN,NaN,NaN,NaN,NaN,NaN,436
GestureMultiRepeat,11,968,1,8,2,S_W,NaN,1,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,270,272,101,NaN,NaN,NaN,0.781,1.03,1,NaN,NaN,NaN,NaN,NaN,NaN,548
GestureMultiRepeat,11,969,1,9,4,NE_SE,NaN,1,2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,45,60,327,315,305,211,1.01,1.304,1,0.39,0.617,1,NaN,NaN,NaN,893
GestureMultiRepeat,11,970,1,10,3,NE_SE,NaN,1,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,45,64,215,NaN,NaN,NaN,0.815,1.03,1,NaN,NaN,NaN,NaN,NaN,NaN,882
GestureMultiRepeat,11,971,1,11,3,N_E,NaN,1,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,90,83,181,NaN,NaN,NaN,0.859,1.117,1,NaN,NaN,NaN,NaN,NaN,NaN,599
GestureMultiRepeat,11,972,1,12,4,S_W,NaN,1,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,270,268,199,NaN,NaN,NaN,0.91,1.138,1,NaN,NaN,NaN,NaN,NaN,NaN,363
GestureMultiRepeat,11,973,1,13,2,NE_SE,NaN,1,2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,45,62,161,315,306,171,0.927,1.148,1,0.602,0.763,1,NaN,NaN,NaN,913
GestureMultiRepeat,11,974,1,14,1,S_W,NaN,1,2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,270,270,83,180,175,157,1.008,1.234,1,0.713,0.974,1,NaN,NaN,NaN,487
GestureMultiRepeat,11,975,1,15,2,S_W,NaN,1,2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,270,271,128,180,181,149,1.898,2.107,1,0.541,0.733,1,NaN,NaN,NaN,985
GestureMultiRepeat,11,976,1,16,3,S_W,NaN,1,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,270,268,141,NaN,NaN,NaN,1.163,1.303,1,NaN,NaN,NaN,NaN,NaN,NaN,823
