DesignName, ParticipantID, TrialID, Block1, Block2, Size, Dir, NbModi, NbAngle, Repeat, letter1, modifiers1, execTimeCMD1, execTimeAlt1, execTimeShift1, execTimeKey1, letter2, modifiers2, execTimeCMD2, execTimeAlt2, execTimeShift2, execTimeKey2, letter3, modifiers3, execTimeCMD3, execTimeAlt3, execTimeShift3, execTimeKey3, angle1, userAngle1, drawDist1, angle2, userAngle2, drawDist2, mouseClick1, totalExecTime1, nbOfAttempts1, mouseClick2, totalExecTime2, nbOfAttempts2, mouseClick3, totalExecTime3, nbOfAttempts3, targetDist
GestureMultiRepeat,21,1441,1,1,1,NaN,NaN,1,3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,270,271,113,45,30,207,30.234,30.578,1,0.502,0.833,1,1.199,1.48,1,552
GestureMultiRepeat,21,1442,1,2,2,NaN,NaN,1,2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,270,277,251,45,31,337,1.265,1.479,1,0.723,0.899,1,NaN,NaN,NaN,575
GestureMultiRepeat,21,1443,1,3,2,NaN,NaN,1,3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,90,80,191,270,271,222,1.254,1.532,1,0.688,0.907,1,0.665,0.944,1,239
GestureMultiRepeat,21,1444,1,4,4,NaN,NaN,1,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,45,42,392,NaN,NaN,NaN,1.079,1.297,1,NaN,NaN,NaN,NaN,NaN,NaN,844
GestureMultiRepeat,21,1445,1,5,4,NaN,NaN,1,3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,90,82,259,315,313,305,0.766,0.984,1,1.941,2.216,1,0.826,0.968,1,516
GestureMultiRepeat,21,1446,1,6,3,NaN,NaN,1,2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,90,89,283,135,150,488,0.876,1.118,1,0.57,0.802,1,NaN,NaN,NaN,828
GestureMultiRepeat,21,1447,1,7,1,NaN,NaN,1,2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,135,148,282,45,38,259,1.317,1.535,1,6.696,6.943,3,NaN,NaN,NaN,882
GestureMultiRepeat,21,1448,1,8,3,NaN,NaN,1,3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,135,146,197,270,277,276,0.982,1.16,1,1.342,1.509,1,0.511,0.736,1,676
GestureMultiRepeat,21,1449,1,9,2,NaN,NaN,1,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,45,45,301,NaN,NaN,NaN,1.101,1.35,1,NaN,NaN,NaN,NaN,NaN,NaN,872
GestureMultiRepeat,21,1450,1,10,3,NaN,NaN,1,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,90,87,462,NaN,NaN,NaN,1.509,1.711,1,NaN,NaN,NaN,NaN,NaN,NaN,746
GestureMultiRepeat,21,1451,1,11,4,NaN,NaN,1,2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,45,31,395,90,72,331,0.966,1.129,1,0.655,0.822,1,NaN,NaN,NaN,256
GestureMultiRepeat,21,1452,1,12,1,NaN,NaN,1,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,90,80,126,NaN,NaN,NaN,1.04,1.25,1,NaN,NaN,NaN,NaN,NaN,NaN,418
GestureMultiRepeat,21,1453,2,1,1,NaN,NaN,1,3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,90,84,175,360,354,269,1.477,1.697,1,0.82,1.013,1,0.649,0.879,1,774
GestureMultiRepeat,21,1454,2,2,2,NaN,NaN,1,2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,90,83,246,135,144,298,0.917,1.128,1,0.711,0.992,1,NaN,NaN,NaN,1042
GestureMultiRepeat,21,1455,2,3,2,NaN,NaN,1,3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,135,151,236,90,88,216,1.545,1.761,1,0.694,0.872,1,0.617,0.758,1,824
GestureMultiRepeat,21,1456,2,4,4,NaN,NaN,1,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,135,139,317,NaN,NaN,NaN,0.783,0.947,1,NaN,NaN,NaN,NaN,NaN,NaN,451
GestureMultiRepeat,21,1457,2,5,4,NaN,NaN,1,3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,270,271,120,135,157,175,1.017,1.167,1,0.794,0.952,1,0.589,0.76,1,670
GestureMultiRepeat,21,1458,2,6,3,NaN,NaN,1,2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,90,80,61,270,261,66,1.1,1.27,1,0.77,0.922,1,NaN,NaN,NaN,446
GestureMultiRepeat,21,1459,2,7,1,NaN,NaN,1,2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,270,266,33,90,85,28,1.414,1.574,1,0.897,1.057,1,NaN,NaN,NaN,460
GestureMultiRepeat,21,1460,2,8,3,NaN,NaN,1,3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,90,101,34,135,161,43,0.952,1.167,1,1.16,1.329,1,0.898,1.143,1,233
GestureMultiRepeat,21,1461,2,9,2,NaN,NaN,1,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,45,28,162,NaN,NaN,NaN,0.992,1.153,1,NaN,NaN,NaN,NaN,NaN,NaN,535
GestureMultiRepeat,21,1462,2,10,3,NaN,NaN,1,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,135,128,101,NaN,NaN,NaN,0.822,1.007,1,NaN,NaN,NaN,NaN,NaN,NaN,284
