DesignName, ParticipantID, TrialID, Block1, Block2, Size, Dir, NbModi, NbAngle, Repeat, letter1, modifiers1, execTimeCMD1, execTimeAlt1, execTimeShift1, execTimeKey1, letter2, modifiers2, execTimeCMD2, execTimeAlt2, execTimeShift2, execTimeKey2, letter3, modifiers3, execTimeCMD3, execTimeAlt3, execTimeShift3, execTimeKey3, angle1, userAngle1, drawDist1, angle2, userAngle2, drawDist2, mouseClick1, totalExecTime1, nbOfAttempts1, mouseClick2, totalExecTime2, nbOfAttempts2, mouseClick3, totalExecTime3, nbOfAttempts3, targetDist
KeyMultiRepeat,2,73,1,1,3,NaN,1,NaN,2,Y,Ctrl,2.728,NaN,NaN,2.944,X,Ctrl,0.568,NaN,NaN,0.568,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.247,2.944,1,NaN,0.568,1,NaN,NaN,NaN,475
KeyMultiRepeat,2,74,1,2,4,NaN,1,NaN,1,B,Ctrl,1.061,NaN,NaN,1.229,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.718,1.229,1,NaN,NaN,NaN,NaN,NaN,NaN,601
KeyMultiRepeat,2,75,1,3,4,NaN,1,NaN,2,A,Ctrl,0.947,NaN,NaN,1.316,I,Ctrl,0.248,NaN,NaN,0.984,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.758,1.316,1,NaN,0.984,2,NaN,NaN,NaN,396
KeyMultiRepeat,2,76,1,4,1,NaN,1,NaN,3,Y,Ctrl,2.062,NaN,NaN,2.342,X,Ctrl,0.24,NaN,NaN,0.24,Y,Ctrl,0.264,NaN,NaN,0.264,NaN,NaN,NaN,NaN,NaN,NaN,1.194,2.342,1,NaN,0.24,1,NaN,0.264,1,466
KeyMultiRepeat,2,77,1,5,2,NaN,1,NaN,2,K,Ctrl,1.651,NaN,NaN,1.899,K,Ctrl,0.096,NaN,NaN,0.096,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.19,1.899,1,NaN,0.096,1,NaN,NaN,NaN,705
KeyMultiRepeat,2,78,1,6,1,NaN,1,NaN,1,I,Ctrl,1.534,NaN,NaN,1.67,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.886,1.67,1,NaN,NaN,NaN,NaN,NaN,NaN,1301
KeyMultiRepeat,2,79,1,7,3,NaN,1,NaN,1,A,Ctrl,1,NaN,NaN,1.024,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.642,1.024,1,NaN,NaN,NaN,NaN,NaN,NaN,509
KeyMultiRepeat,2,80,1,8,1,NaN,1,NaN,2,X,Ctrl,1.709,NaN,NaN,1.789,B,Ctrl,0.359,NaN,NaN,0.359,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.553,1.789,1,NaN,0.359,1,NaN,NaN,NaN,969
KeyMultiRepeat,2,81,1,9,3,NaN,1,NaN,3,X,Ctrl,0.886,NaN,NaN,1.015,B,Ctrl,0.28,NaN,NaN,0.28,B,Ctrl,0.248,NaN,NaN,0.248,NaN,NaN,NaN,NaN,NaN,NaN,0.665,1.015,1,NaN,0.28,1,NaN,0.248,1,1352
KeyMultiRepeat,2,82,1,10,4,NaN,1,NaN,3,Y,Ctrl,1.036,NaN,NaN,1.469,K,Ctrl,1.512,NaN,NaN,1.512,A,Ctrl,0,NaN,NaN,0.752,NaN,NaN,NaN,NaN,NaN,NaN,0.858,1.469,1,NaN,1.512,1,NaN,0.752,1,817
KeyMultiRepeat,2,83,1,11,2,NaN,1,NaN,1,Y,Ctrl,1.228,NaN,NaN,1.804,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.919,1.804,1,NaN,NaN,NaN,NaN,NaN,NaN,568
KeyMultiRepeat,2,84,1,12,2,NaN,1,NaN,3,I,Ctrl,2.292,NaN,NaN,2.452,B,Ctrl,0.216,NaN,NaN,0.216,I,Ctrl,0.351,NaN,NaN,0.351,NaN,NaN,NaN,NaN,NaN,NaN,1.808,2.452,1,NaN,0.216,1,NaN,0.351,1,689
KeyMultiRepeat,2,85,2,1,3,NaN,1,NaN,2,I,Ctrl,0.968,NaN,NaN,1.08,X,Ctrl,0.088,NaN,NaN,0.088,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.499,1.08,1,NaN,0.089,1,NaN,NaN,NaN,932
KeyMultiRepeat,2,86,2,2,4,NaN,1,NaN,1,Y,Ctrl,0.878,NaN,NaN,0.997,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.463,0.997,1,NaN,NaN,NaN,NaN,NaN,NaN,1251
KeyMultiRepeat,2,87,2,3,4,NaN,1,NaN,2,A,Ctrl,1.087,NaN,NaN,1.127,B,Ctrl,0.257,NaN,NaN,0.257,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.998,1.127,2,NaN,0.257,1,NaN,NaN,NaN,848
KeyMultiRepeat,2,88,2,4,1,NaN,1,NaN,3,Y,Ctrl,1.722,NaN,NaN,1.906,B,Ctrl,0.216,NaN,NaN,0.216,K,Ctrl,0.2,NaN,NaN,0.2,NaN,NaN,NaN,NaN,NaN,NaN,1.075,1.906,1,NaN,0.216,1,NaN,0.2,1,1107
KeyMultiRepeat,2,89,2,5,2,NaN,1,NaN,2,I,Ctrl,2.274,NaN,NaN,2.419,Y,Ctrl,0.095,NaN,NaN,0.095,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.645,2.419,1,NaN,0.095,1,NaN,NaN,NaN,1122
KeyMultiRepeat,2,90,2,6,1,NaN,1,NaN,1,X,Ctrl,1.388,NaN,NaN,2.372,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.85,2.372,2,NaN,NaN,NaN,NaN,NaN,NaN,1462
KeyMultiRepeat,2,91,2,7,3,NaN,1,NaN,1,Y,Ctrl,1.056,NaN,NaN,1.207,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.629,1.207,1,NaN,NaN,NaN,NaN,NaN,NaN,607
KeyMultiRepeat,2,92,2,8,1,NaN,1,NaN,2,A,Ctrl,1.436,NaN,NaN,1.5,X,Ctrl,0.256,NaN,NaN,0.256,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.232,1.5,1,NaN,0.256,1,NaN,NaN,NaN,522
KeyMultiRepeat,2,93,2,9,3,NaN,1,NaN,3,A,Ctrl,0.961,NaN,NaN,1.001,I,Ctrl,0.936,NaN,NaN,0.936,X,Ctrl,0.079,NaN,NaN,0.079,NaN,NaN,NaN,NaN,NaN,NaN,0.76,1.001,1,NaN,0.936,1,NaN,0.079,1,1259
