DesignName,ParticipantID,TrialID,Block1,Block2,Block,NbModi,Size,Repeat
KeyMultiModi,1,1,1,1,1,1,3,1
KeyMultiModi,1,2,1,2,1,2,1,1
KeyMultiModi,1,3,1,3,1,3,1,1
KeyMultiModi,1,4,1,4,1,3,3,1
KeyMultiModi,1,5,1,5,1,0,4,1
KeyMultiModi,1,6,1,6,1,2,4,1
KeyMultiModi,1,7,1,7,1,1,2,1
KeyMultiModi,1,8,1,8,1,0,1,1
KeyMultiModi,1,9,1,9,1,3,2,1
KeyMultiModi,1,10,1,10,1,2,3,1
KeyMultiModi,1,11,1,11,1,3,4,1
KeyMultiModi,1,12,1,12,1,1,1,1
KeyMultiModi,1,13,1,13,1,2,2,1
KeyMultiModi,1,14,1,14,1,1,4,1
KeyMultiModi,1,15,1,15,1,0,2,1
KeyMultiModi,1,16,1,16,1,0,3,1
KeyMultiModi,1,17,2,1,2,1,3,1
KeyMultiModi,1,18,2,2,2,2,1,1
KeyMultiModi,1,19,2,3,2,3,1,1
KeyMultiModi,1,20,2,4,2,3,3,1
KeyMultiModi,1,21,2,5,2,0,4,1
KeyMultiModi,1,22,2,6,2,2,4,1
KeyMultiModi,1,23,2,7,2,1,2,1
KeyMultiModi,1,24,2,8,2,0,1,1
KeyMultiModi,1,25,2,9,2,3,2,1
KeyMultiModi,1,26,2,10,2,2,3,1
KeyMultiModi,1,27,2,11,2,3,4,1
KeyMultiModi,1,28,2,12,2,1,1,1
KeyMultiModi,1,29,2,13,2,2,2,1
KeyMultiModi,1,30,2,14,2,1,4,1
KeyMultiModi,1,31,2,15,2,0,2,1
KeyMultiModi,1,32,2,16,2,0,3,1
KeyMultiModi,1,33,3,1,3,1,3,1
KeyMultiModi,1,34,3,2,3,2,1,1
KeyMultiModi,1,35,3,3,3,3,1,1
KeyMultiModi,1,36,3,4,3,3,3,1
KeyMultiModi,1,37,3,5,3,0,4,1
KeyMultiModi,1,38,3,6,3,2,4,1
KeyMultiModi,1,39,3,7,3,1,2,1
KeyMultiModi,1,40,3,8,3,0,1,1
KeyMultiModi,1,41,3,9,3,3,2,1
KeyMultiModi,1,42,3,10,3,2,3,1
KeyMultiModi,1,43,3,11,3,3,4,1
KeyMultiModi,1,44,3,12,3,1,1,1
KeyMultiModi,1,45,3,13,3,2,2,1
KeyMultiModi,1,46,3,14,3,1,4,1
KeyMultiModi,1,47,3,15,3,0,2,1
KeyMultiModi,1,48,3,16,3,0,3,1
KeyMultiModi,1,49,4,1,4,1,3,1
KeyMultiModi,1,50,4,2,4,2,1,1
KeyMultiModi,1,51,4,3,4,3,1,1
KeyMultiModi,1,52,4,4,4,3,3,1
KeyMultiModi,1,53,4,5,4,0,4,1
KeyMultiModi,1,54,4,6,4,2,4,1
KeyMultiModi,1,55,4,7,4,1,2,1
KeyMultiModi,1,56,4,8,4,0,1,1
KeyMultiModi,1,57,4,9,4,3,2,1
KeyMultiModi,1,58,4,10,4,2,3,1
KeyMultiModi,1,59,4,11,4,3,4,1
KeyMultiModi,1,60,4,12,4,1,1,1
KeyMultiModi,1,61,4,13,4,2,2,1
KeyMultiModi,1,62,4,14,4,1,4,1
