2dir1draw,1,6,6,-1,-1,-1,-1,SE,S,2,QWERTY,touchpad,288.08679247754486,-1,-1,-1,-1,335.323136829663,274.23530042647684,1.197,2.081,1,-1,-1,-1,-1,281.5751888173962,-1,-1,-1,-1
2dir1draw,1,7,7,-1,-1,-1,-1,NW,NE,2,QWERTY,touchpad,529.0368607195533,-1,-1,-1,-1,127.53189925157467,249.06424873915566,2.905,3.688,2,-1,-1,-1,-1,30.963756532073518,-1,-1,-1,-1
2dir1draw,1,8,8,-1,-1,-1,-1,NW,SW,2,QWERTY,touchpad,431.9363379017792,-1,-1,-1,-1,139.22223020614268,204.78769494283586,0.982,1.968,1,-1,-1,-1,-1,234.09027692082233,-1,-1,-1,-1
2dir1draw,1,9,9,-1,-1,-1,-1,NE,SW,1,QWERTY,touchpad,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2dir1draw,1,10,10,-1,-1,-1,-1,W,N,1,QWERTY,touchpad,512.9697846852191,-1,-1,-1,-1,178.71267105847497,135.20724832641184,1.115,2.048,1,-1,-1,-1,-1,90,-1,-1,-1,-1
2dir1draw,1,11,11,-1,-1,-1,-1,W,NW,1,QWERTY,touchpad,821.1321452726108,-1,-1,-1,-1,179.1636246745776,227.8815481779953,1.157,2.108,1,-1,-1,-1,-1,135.43736386752073,-1,-1,-1,-1
2dir1draw,1,12,12,-1,-1,-1,-1,W,W,2,QWERTY,touchpad,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2dir1draw,1,13,13,-1,-1,-1,-1,W,SW,2,QWERTY,touchpad,473.8311935700308,-1,-1,-1,-1,181.12330271407544,179.32372960654146,1.296,2.146,1,-1,-1,-1,-1,217.00252652819617,-1,-1,-1,-1
2dir1draw,1,14,14,-1,-1,-1,-1,NE,N,1,QWERTY,touchpad,847.8679142413635,-1,-1,-1,-1,21.522600107907067,170.95028517086482,3.94,4.946,2,-1,-1,-1,-1,87.48863673283691,-1,-1,-1,-1
2dir1draw,1,15,15,-1,-1,-1,-1,NW,E,1,QWERTY,touchpad,806.6238280636148,-1,-1,-1,-1,149.74356283647074,103.23274674249446,0.989,2.074,1,-1,-1,-1,-1,359.1230922585694,-1,-1,-1,-1
2dir1draw,1,16,16,-1,-1,-1,-1,SW,SE,1,QWERTY,touchpad,760.4163333332602,-1,-1,-1,-1,212.76388849058367,160.37767924496225,1.091,2.066,1,-1,-1,-1,-1,318.73139699916044,-1,-1,-1,-1
2dir1draw,1,17,17,-1,-1,-1,-1,N,NE,1,QWERTY,touchpad,495.13836450026776,-1,-1,-1,-1,89.36340642403651,185.21878954360974,1.222,2.188,1,-1,-1,-1,-1,35.73547601486703,-1,-1,-1,-1
2dir1draw,1,18,18,-1,-1,-1,-1,NW,NW,2,QWERTY,touchpad,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2dir1draw,1,19,19,-1,-1,-1,-1,NE,NW,2,QWERTY,touchpad,384.68818541774846,-1,-1,-1,-1,37.62623363866976,184.32851108821987,1.073,2.255,1,-1,-1,-1,-1,150.00492038286023,-1,-1,-1,-1
2dir1draw,1,20,20,-1,-1,-1,-1,NE,SE,1,QWERTY,touchpad,737.1431339977331,-1,-1,-1,-1,47.00955381302114,132.51792331605563,1.475,2.343,1,-1,-1,-1,-1,294.7435378254769,-1,-1,-1,-1
2dir1draw,1,21,21,-1,-1,-1,-1,SW,N,1,QWERTY,touchpad,748.1617472178058,-1,-1,-1,-1,199.88516511385544,170.53152201279386,1.075,1.856,1,-1,-1,-1,-1,97.87769967186682,-1,-1,-1,-1
2dir1draw,1,22,22,-1,-1,-1,-1,S,S,2,QWERTY,touchpad,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2dir1draw,1,23,23,-1,-1,-1,-1,N,E,2,QWERTY,touchpad,481.6741637248151,-1,-1,-1,-1,88.67802434046301,162.1141573089778,0.946,1.713,1,-1,-1,-1,-1,354.6106882400266,-1,-1,-1,-1
2dir1draw,1,24,24,-1,-1,-1,-1,SW,E,1,QWERTY,touchpad,286.0087411251621,-1,-1,-1,-1,234.51602020496819,125.0959631642844,1.165,2.083,1,-1,-1,-1,-1,364.0856167799749,-1,-1,-1,-1
2dir1draw,1,25,25,-1,-1,-1,-1,NW,S,2,QWERTY,touchpad,599.7416110292831,-1,-1,-1,-1,159.9739109058834,214.23818520515897,0.914,1.646,1,-1,-1,-1,-1,276.38416393951246,-1,-1,-1,-1
2dir1draw,1,26,26,-1,-1,-1,-1,NW,W,1,QWERTY,touchpad,480.93450697574195,-1,-1,-1,-1,132.51044707800085,181.34221791960084,1.431,2.232,1,-1,-1,-1,-1,170.77607771789465,-1,-1,-1,-1
2dir1draw,1,27,27,-1,-1,-1,-1,SE,NE,1,QWERTY,touchpad,755.5898358236432,-1,-1,-1,-1,305.90972307917764,98.00510190801293,0.985,1.969,1,-1,-1,-1,-1,45.59065721464668,-1,-1,-1,-1
